tay,viet
Hết nan thâng Nhăm ngàu chắng mà,làm việc đến mặt trời đứng bóng mới về
Hết fiệc thâng nan ngàu chắng mà,làm việc đến mặt trời đứng bóng mới về
Hết fiệc thâng Nhăm ngàu nan mà,làm việc đến mặt trời đứng bóng mới về
nan tón nâng,nhắm một bữa
nan đướn,quen mui
nan Nhằm đướn,được quen mui
Đảy nan đướn,được quen mui
Au nan nhác pây pông,lấy rác rưởi đi đốt
nan nhác,nhớn nhác
nan tỉ khua Nhằm nhác,thằng ấy cười nhớn nhác
Hò tỉ khua nan nhác,thằng ấy cười nhớn nhác
nan nghé mac ội Nhắm nháy hâu mại,có một quả ổi mà nhử người ta mãi
Mì nghé mac nan Nhắm nháy hâu mại,có một quả ổi mà nhử người ta mãi
nan nhỏ,nhấp nháp
nan nhéc,tủm tỉm
nan nhéc khua,tủm tỉm cười
nan,"mỉa, kháy"
nan Nhăn,cười mỉa
Khua nan,cười mỉa
nan,chơi khăm
nan Nhăn,chơi khăm
Hết nan,chơi khăm
nan,con muội
nan cát lồng Nhăn,rau cải bị muội
Phjắc cát lồng nan,rau cải bị muội
nan,"chịu, chấp nhận"
nan Nhăn thư háp,tôi chịu mang gánh
Khỏi nan thư háp,tôi chịu mang gánh
nan,đồng ý
nan pện khỏi bấu Nhăn,nói thế tôi không đồng ý
Phuối pện khỏi bấu nan,nói thế tôi không đồng ý
nan pủn,bóp bún
nan,ấn
nan ngòi mác mị slúc xằng,ấn xem mít chín chưa
nan noong bát,nặn mủ nhọt
nan nồm mò,vắt sữa bò
nan,"đè, dìm"
nan lồng,đè xuống
nan,"nhịn, nén"
nan slính,nén giận
nan lẩu,nhịn uống rượu
nan,còn
nan Nhằng đíp,cơm còn sống
Khẩu nan đíp,cơm còn sống
nan đang đai,còn son rỗi
nan dá Nhằng hỏ au mừa them,ăn rồi còn gói mang đi nữa
Chin nan Nhằng hỏ au mừa them,ăn rồi còn gói mang đi nữa
Chin dá nan hỏ au mừa them,ăn rồi còn gói mang đi nữa
Chin dá Nhằng hỏ au nan them,ăn rồi còn gói mang đi nữa
Pú mé nan lẹo,ông bà còn cả
nan,bận
time slau tan Nhắng fiệc lai,mùa thu hoạch bận việc lắm
Mùa slau tan nan fiệc lai,mùa thu hoạch bận việc lắm
Mùa slau tan Nhắng nan lai,mùa thu hoạch bận việc lắm
nan nhắng,inh ỏi
nan hảy Nhắng nhắng,trẻ con khóc inh ỏi
Đếch hảy nan nhắng,trẻ con khóc inh ỏi
nan nhắng,ầm ầm
nan Nhắng nhắng,đòi ầm ầm
Toi nan nhắng,đòi ầm ầm
nan,"vơ, nhặt lấy"
nan đảy Nhắp au của hâu,không được nhặt lấy của người ta
Bấu đảy nan au của hâu,không được nhặt lấy của người ta
nan nhép,nhặt vặt vãnh
nan tỉ chứng xẩu luôn Nhắp nhép au cáu cần,con ấy có tính xấu thường hay nhặt vặt vãnh lấy của người
Tua tỉ chứng xẩu luôn nan nhép au cáu cần,con ấy có tính xấu thường hay nhặt vặt vãnh lấy của người
nan nhép,vặt
nan Nhắp nhép,ăn vặt
Chin nan nhép,ăn vặt
nan nhép,ăn cắp vặt
nan tỉ chửng Nhắp nhép,con ấy có tính ăn cắp vặt
Tua tỉ chửng nan nhép,con ấy có tính ăn cắp vặt
nan,khâu
nan slửa,khâu áo
nan tỏ căn,khâu vào với nhau
nan nhọm,may vá
place Nhặt cần,nhà chật người
Rườn nan cần,nhà chật người
nan vằn Nhặt mấu,càng ngày càng mới
Nhặt time Nhặt mấu,càng ngày càng mới
Nhặt vằn nan mấu,càng ngày càng mới
nan,nhích
nan khảu xẩu,nhích vào gần
nan,"giẫm, giẫm nát"
nan đin toỏng cạch,giẫm đất đóng gạch
nan,"lý, lẽ"
nan mì nhẹ,không có lý
Bấu mì nan,không có lý
nan au kỷ mặt bắp,nhúm lấy vài hạt ngô
place nhém,mặt nhọ
nan,"thẹn, xấu hổ"
nan bấu lập cần táng hăn Nhẻn,"làm không kịp người ta, tự thấy thẹn"
Hết bấu lập cần táng hăn nan,"làm không kịp người ta, tự thấy thẹn"
nan nhéc,thẹn thò
nan nhéc,xấu mặt
nan đá hẩu Nhẻn nhéc dú,"người ta chửi cho, xấu mặt; ngượng ngùng ra mặt"
Hâu đá hẩu nan nhéc dú,"người ta chửi cho, xấu mặt; ngượng ngùng ra mặt"
Hâu đá hẩu Nhẻn nhéc nan,"người ta chửi cho, xấu mặt; ngượng ngùng ra mặt"
place tẩu cần phuối tuyện Nhèo nhèo,nhà dưới người nói chuyện lao xao
nan mật pan Nhẹp nhẹp,con kiến bò nhắp nhắp buồn
Tua mật nan Nhẹp nhẹp,con kiến bò nhắp nhắp buồn
nan hua Nhét nhét,cạo đầu xoèn xoẹt
Tháy nan Nhét nhét,cạo đầu xoèn xoẹt
"nan đảy Nhẹt, nắm hết",không được hốc không làm
Dac nan Nhẹt ló,đói thì hốc đi
Dac le nan ló,đói thì hốc đi
nan,nhân
nan pẻng,nhân bánh
nan ngại,tình nghĩa
nan ngại cần nặm tị,tình nghĩa người quê hương
nan ngại,nhân tình
time chỉ,là cùng
Nhi nan,là cùng
time chỉ te pây háng,nó đi chợ là cùng
Nhi nan te pây háng,nó đi chợ là cùng
time chỉ,nhất định
Nhi nan,nhất định
Lâu nà nẩy time chỉ đảy slí háp,thửa ruộng này nhất định được bốn gánh
Lâu nà nẩy Nhi nan đảy slí háp,thửa ruộng này nhất định được bốn gánh
nan mạy phẩy vặc Nhì nhằng,cành tre vướng nhùng nhằng
nan tiếng Nhì nhào,có tiếng xì xào
place bưởng cần phuối tuyện Nhì nhầm,nhà bên có người nói chuyện thì thầm
time,hai
nan Nhi,mười hai
Slíp time,mười hai
time Nhi,tháng hai
Bươn time,tháng hai
time,hạ tuần
nan cày Nhi,trăng hạ tuần
Hai cày time,trăng hạ tuần
time slíp,hai mươi
nan Nhí nhí,nói lí nhí
nan Nhí nhí,khóc tỉ ti
nan,cái dùi nhỏ
nan chào,dùi có rãnh
nan,chết ngoẻo
Loát nan hẩu non Nhỉa lẹo,phun thuốc cho sâu chết ngoẻo hết
Loát da hẩu non nan lẹo,phun thuốc cho sâu chết ngoẻo hết
nan Nhỉm,ăn dè
nan Nhìn,nghe thấy
Đảy nan,nghe thấy
nan,gái
nan Nhình,con gái
Lục nan,con gái
nan,chị
nan Nhình,chị gái
Pi nan,chị gái
nan Na,chị Na
Nhình nan,chị Na
nan,nhe
nan khẻo,nhe răng
nan,vẩu
nan Nhỉnh,răng vẩu
Khẻo nan,răng vẩu
nan,"còi, chậm lớn"
nan mả Nhỉnh,người chậm lớn
Cần mả nan,người chậm lớn
nan nhác,há ra
nan pjạ khát Nhỉnh nhác,vết sứt há ra
Ròi pjạ khát nan nhác,vết sứt há ra
nan nhác,nhăn răng
nan phjâu kẻo Nhỉnh nhác,chó thui nhăn răng
Ma phjâu nan Nhỉnh nhác,chó thui nhăn răng
Ma phjâu kẻo nan nhác,chó thui nhăn răng
nan,"nứt, há"
nan chinh Nhính đi,cây gỗ bị nứt tâm
Mạy chinh nan đi,cây gỗ bị nứt tâm
nan pẻn Nhính oóc,tấm gỗ bị há ra
Kíp pẻn nan oóc,tấm gỗ bị há ra
Kíp pẻn Nhính nan,tấm gỗ bị há ra
nan nhác,nứt toác
nan khẩu lam phéc Nhính nhác,ống cơm lam nứt toác
Boóc nan lam phéc Nhính nhác,ống cơm lam nứt toác
Boóc khẩu lam nan Nhính nhác,ống cơm lam nứt toác
Boóc khẩu lam phéc nan nhác,ống cơm lam nứt toác
nan tàng Nhịnh slao báo pây hội,trên đường những trai gái đi hội
Chang tàng nan slao báo pây hội,trên đường những trai gái đi hội
nan,nhấc
nan nhò khửn nưa,nhấc lên phía trên
nan,cất
nan bôm pây,cất mâm đi
"nan khửn tềnh, nghé cuôi Nhỏ lồng",ngồi lên trên cái sọt bị bẹp xuống
"Năng khửn tềnh, nghé cuôi nan lồng",ngồi lên trên cái sọt bị bẹp xuống
nan,"nhô, chồi ra"
Ngảt thúa đin nan khửn nả tôm,mầm lạc nhô lên khỏi mặt đất
nan văn Nhó khửn pjai pù,mặt trời nhô lên đỉnh núi
Tha văn nan khửn pjai pù,mặt trời nhô lên đỉnh núi
Tha văn Nhó khửn nan pù,mặt trời nhô lên đỉnh núi
nan nhé,tấp tểnh
nan nhé,chập chững
nan Nhoa bá,trong lòng thảng thốt
Mốc nan bá,trong lòng thảng thốt
nan chài mà mốc slấy Nhoa phông,"thấy anh về, trong lòng ran lên niềm vui"
Hăn chài mà mốc slấy nan phông,"thấy anh về, trong lòng ran lên niềm vui"
nan nhoa,rạo rực
nan phông Nhoa nhoa,trong lòng rạo rực niềm vui
Mốc phông nan nhoa,trong lòng rạo rực niềm vui
nan eng chin Nhóa nhóa,vịt con ăn rào rào
Pết eng nan Nhóa nhóa,vịt con ăn rào rào
nan,"xổ tung, xõa"
nan phắn Nhoại oóc,dây thừng bên rồi bị xổ ra
Chược phắn nan oóc,dây thừng bên rồi bị xổ ra
Chược phắn Nhoại nan,dây thừng bên rồi bị xổ ra
Hua bông chảu nan,đầu bù tóc rối
nan,rão
Lền lạm nan oóc,dây buộc bị rão ra
Lền lạm Nhoại nan,dây buộc bị rão ra
đếch pền nan,trẻ bị ốm
nan,khuyến khích
nan đếch pin mạy,khuyến khích trẻ trèo cây
nan,xúi giục
nan cần tò đá,xúi giục người ta chửi nhau
nan Nhói nhói,cười tươi roi rói
time Nhọi nhọi,tối đến nơi
nan,nhuộm
nan slửa,nhuộm áo
nan Nhọm khún,vải nhuộm chàm
Phải nan khún,vải nhuộm chàm
nan,rối bù
Hua nan,đầu tóc rối bù
Nhoòng nan lai nặm chẳng noòng,vì mưa nhiều nên nước lũ
nan,chột
nan eng chẳng dự mà men Nhót,lợn con mới mua về bị chột
Mu eng chẳng dự mà men nan,lợn con mới mua về bị chột
nan,sút
nan khẩy Nhót cần,bị ốm sút người đi
Pền khẩy nan cần,bị ốm sút người đi
nan mạy,ngọn cây
nan pù,đỉnh núi
nan vai pjai khuổi,đầu núi ngọn suối
Nhọt vai nan khuổi,đầu núi ngọn suối
nan,đống
nan tứn Nhôm nhôm,râu mọc tua tủa
"place bấu bjai, nhả khửn Nhôm nhôm","ruộng không làm cỏ, cỏ mọc sum suê"
Lót mây Nhông nan,cuộn chỉ xổ ra
nan,chìa
nan Nhống,răng chìa ra
Khẻo nan,răng chìa ra
nan Nhống,răng hở
Khẻo nan,răng hở
nan hẳm Nhợ vai cái mạy,tôi chặt nhỡ hỏng cây gỗ
Khỏi hẳm nan vai cái mạy,tôi chặt nhỡ hỏng cây gỗ
nan loòng rằng cáy,rơm lót ổ gà
nan pắt,cái chổi
nan,"nhàu, quăn"
nan slửa Nhủ,cái áo nhàu
Bâu slửa nan,cái áo nhàu
nan,chùn
"nan kheng lai, toóc teng Nhủ lẹo","gỗ cứng quá, đóng đinh chùn lại"
"Mạy kheng lai, toóc teng nan lẹo","gỗ cứng quá, đóng đinh chùn lại"
nan nhút,nhàu rối
nan nòn bấu chíp tả sle Nhủ nhút,chăn ngủ dậy không gấp để thành đống nhàu rối
Fà nòn bấu nan tả sle Nhủ nhút,chăn ngủ dậy không gấp để thành đống nhàu rối
Fà nòn bấu chíp tả sle nan nhút,chăn ngủ dậy không gấp để thành đống nhàu rối
nan xằng chang lậu Nhúc nhúc,gà nhốt trong chuồng nhung nhúc
Cáy xằng nan lậu Nhúc nhúc,gà nhốt trong chuồng nhung nhúc
nan vặc kha Nhúc nhúc,dây vướng vào chân nhùng nhằng
Thau vặc nan Nhúc nhúc,dây vướng vào chân nhùng nhằng
nan,vất vả
nan khỏi hâu Nhục lai,làm tôi người ta vất vả lắm
Hết khỏi hâu nan lai,làm tôi người ta vất vả lắm
nan nhằn,"vất vả, nhọc nhằn"
nan au ỉ nâng,nhúm lấy một chút
Nhúm au nan nâng,nhúm lấy một chút
nan pây tàng rèo căn pền Nhúm,người đi đường theo nhau từng tốp
Cần pây tàng rèo căn pền nan,người đi đường theo nhau từng tốp
nan nhúm,tủm tỉm
Pú nan thúc toọng khua Nhúm nhúm,ông già vừa ý cười tủm tỉm
Pú ké thúc toọng khua nan nhúm,ông già vừa ý cười tủm tỉm
nan nhước,cười ruồi
nan tỉ Nhúm nhước khua,thằng ấy cười ruồi
Hò tỉ nan nhước khua,thằng ấy cười ruồi
nan nhước,đưa tình
nan cần Nhúm nhước khua xáu căn,hai người cười đưa tình với nhau
Sloong cần nan nhước khua xáu căn,hai người cười đưa tình với nhau
nan,muỗi vằn
nan Nhùng khốp,muỗi vằn đốt
Mèng nan khốp,muỗi vằn đốt
place,rối
nan Nhủng,tóc rối
Phjôm place,tóc rối
Lót mây place,cuộn chỉ rối
place,nhàu
nan khóa Nhủng,quần áo nhàu
Slửa khóa place,quần áo nhàu
place nhác,rác rưởi
nan Nhủng nhác,dọn rác rưởi
Tọn place nhác,dọn rác rưởi
place nhat,rối bù
nan Nhủng nhat,tóc rối bù
Phjôm place nhat,tóc rối bù
nan rì,râu dài
nan khao,râu bạc
nan,tuốt
nan khẩu,tuốt lúa
Nhuột nan,tuốt lúa
nan,"giẫm, vò"
nan bâu thôm bưa pja,giẫm lá cơi duốc cá
nan mà chồm hội Nhụp nhụp,người đến xem hội bời bời
nan tom Nhụp nhụp,kiến bu ùn ùn
nan,giãn
nan Nhụt,vải giãn
Phải nan,vải giãn
nan,dôi
nan khẩu khai Nhụt oóc sloong boóc,gánh thóc bán dôi ra hai ống
Háp nan khai Nhụt oóc sloong boóc,gánh thóc bán dôi ra hai ống
Háp khẩu nan Nhụt oóc sloong boóc,gánh thóc bán dôi ra hai ống
Háp khẩu khai nan oóc sloong boóc,gánh thóc bán dôi ra hai ống
Háp khẩu khai Nhụt nan sloong boóc,gánh thóc bán dôi ra hai ống
nan,dâng
nan Nhụt,nước dâng
Nặm nan,nước dâng
nan,trườn
nan đếch Nhụt oóc khói fục,đứa bé trườn ra khỏi chiếu
Tua đếch nan oóc khói fục,đứa bé trườn ra khỏi chiếu
Tua đếch Nhụt nan khói fục,đứa bé trườn ra khỏi chiếu
Tua đếch Nhụt oóc khói nan,đứa bé trườn ra khỏi chiếu
nan ngù,trườn như rắn
nan nhoạt,dư dật
nan nấy đảy Nhụt nhoạt hơn pi quá,năm nay dư dật hơn năm ngoái
Pi nấy đảy nan nhoạt hơn pi quá,năm nay dư dật hơn năm ngoái
Pi nấy đảy Nhụt nhoạt nan pi quá,năm nay dư dật hơn năm ngoái
Pi nấy đảy Nhụt nhoạt hơn nan quá,năm nay dư dật hơn năm ngoái
nan nhoạt,rã rời
nan đang Nhụt nhoạt,thân thể ra rời
Đúc đang nan nhoạt,thân thể ra rời
nan nhụt,tuồn tuột
Xẻ nan Nhụt nhụt,kéo ra tuồn tuột
Xẻ oóc nan nhụt,kéo ra tuồn tuột
nan,quay tít
nan xáng Nhừ,đánh quay quay tít
Tức xáng nan,đánh quay quay tít
nan ỏi,bã mía
Nhửa nan,bã mía
nan tằng nặm tằng Nhửa,ăn cả nước cả bã
Chin tằng nặm tằng nan,ăn cả nước cả bã
nan,tóp
nan pì,tóp mỡ
nan,"ê chề, mỏi mệt"
Hua tót hăn nan lai,nhức đầu cảm thấy mỏi mệt lắm
nan,"nếu, giá"
nan pây bản Hạu teo pàn khoang,nếu đi bản Hạu thì trèo ngang sườn núi
Nhược pây place Hạu teo pàn khoang,nếu đi bản Hạu thì trèo ngang sườn núi
nan cạ,"nếu như, ví như"
nan cạ bấu chập căn lẹ hết rừ?,nếu không gặp nhau thì làm thế nào?
nan cạ,dù cho
nan cạ bẩu au căn tố bấu lừm,dù cho không lấy được nhau cũng không thể quên được
nan,nhồi
nan Nhương,măng nhồi
Mảy nan,măng nhồi
nan khấy Nhương,khổ qua nhồi
Mác khấy nan,khổ qua nhồi
nan,nhường
nan tàng hẩu cần ké pây cón,Nhường đường cho người già đi trước
Nhương tàng hẩu cần nan pây cón,Nhường đường cho người già đi trước
Nhương tàng hẩu cần ké pây nan,Nhường đường cho người già đi trước
nan,nhân nhượng
nan noọng Nhương căn,anh em nhân nhượng nhau
Pi nan Nhương căn,anh em nhân nhượng nhau
Pi noọng nan căn,anh em nhân nhượng nhau
nan,"trốn, chạy"
nan slấc,chạy giặc
nan slưa chập ma nuầy,chạy hổ gặp chó sói
nan quá ti đai sle cần ké hết fiệc,tránh ra chỗ khác để người lớn làm việc
Ni quá ti đai sle cần nan hết fiệc,tránh ra chỗ khác để người lớn làm việc
Ni quá ti đai sle cần ké hết nan,tránh ra chỗ khác để người lớn làm việc
nan,mất
Khoăn nan,mất vía
nan tả,bỏ rơi
nan tả lục,bỏ rơi con
nan chắc bấu,mày biết không?
nan,nợ
nan Nỉ,trả nợ
Pjá nan,trả nợ
nan ngần pền Nỉ căm khỉ đảy chèn,"cần bạc mắc nợ, cầm phân thành tiền"
Căn ngần pền nan căm khỉ đảy chèn,"cần bạc mắc nợ, cầm phân thành tiền"
Căn ngần pền Nỉ căm khỉ đảy nan,"cần bạc mắc nợ, cầm phân thành tiền"
nan lùa khai phjắc noọc háng Ní,cháu dâu bán rau ngoài chợ ấy
Lan lùa nan phjắc noọc háng Ní,cháu dâu bán rau ngoài chợ ấy
Lan lùa khai phjắc noọc háng nan,cháu dâu bán rau ngoài chợ ấy
nan cáy,diều gà
Lếch nan,sắt gỉ
Pu ham nan,cua cắp con cà niễng
nan,"cây, quả sim"
nan,"quay tít, xoáy tít"
nan xáng Nim,đánh con quay xoáy tít
Tức xáng nan,đánh con quay xoáy tít
nan,bon
Xe pây nan,xe chạy bon
nan,"vú, sữa"
nan chin nín,trẻ bú sữa
Đếch nan nín,trẻ bú sữa
Đếch chin nan,trẻ bú sữa
nan,ỷ lại
nan,đùn đẩy
nan noọng Nỉnh tua pi,đứa em đùn đẩy việc cho đứa chị
Tua nan Nỉnh tua pi,đứa em đùn đẩy việc cho đứa chị
Tua noọng nan tua pi,đứa em đùn đẩy việc cho đứa chị
Tua noọng Nỉnh tua nan,đứa em đùn đẩy việc cho đứa chị
nan nàng,thà rằng
nan nàng táng hết,thà rằng tự làm lấy
nan me Nính nính,theo mẹ nhằng nhẵng
Nèm nan Nính nính,theo mẹ nhằng nhẵng
nan,giắt
nan chèn khảu tin slửa,giắt tiền vào gấu áo
Níp nan khảu tin slửa,giắt tiền vào gấu áo
nan Níp khóa,ngỗng gắp quần
Hán nan khóa,ngỗng gắp quần
nan,khâu leo
nan slửa khát,khâu leo cái áo rách
Au khêm mây nan khảu,lấy kim chỉ níu lại
nan nắng,dúm dó
nan phung Nỉu nắng,miếng vá dúm dó
ám phung nan nắng,miếng vá dúm dó
nan,ngón
nan mừ,ngón tay
nan chang,ngón giữa
Nịu nan,ngón giữa
nan hỏi,ngón út
nan mẹ,ngón cái
nan nàng,ngón áp út
nan,"kì, cọ"
nan cầy,kì ghét
nan,vò
nan cái khân nả,vò chiếc khăn mặt
nan,"cho, ép lấy"
nan ái au tọ mền mà no hẩu,không muốn lấy nhưng nó đến ép cho lấy
Bấu ái au tọ mền mà nan hẩu,không muốn lấy nhưng nó đến ép cho lấy
nan,"nhỉ, nhé"
nan pja nẩy cải No?,con cá này to nhỉ?
nan đuổi pí No ?,đi cùng chị nhé?
Pây đuổi pí nan ?,đi cùng chị nhé?
nan,"mầm, ánh"
nan khá,mầm cây giềng
Nó nan,mầm cây giềng
nan,chồi
nan buốt Nó,cây mọc chồi
Mạy buốt nan,cây mọc chồi
nan,thoai thoải
nan lính Noài,đường dốc thoai thoải
Tàng lính nan,đường dốc thoai thoải
nan nựt,hơi dốc
nan pù Noài nựt,"chân núi bằng, hơi dốc"
Tin pù nan nựt,"chân núi bằng, hơi dốc"
nan,doãng dài
"nan rườn quảng, xuyên Noang lai",gian nhà rộng xà doãng dài quá
"Vang rườn quảng, xuyên nan lai",gian nhà rộng xà doãng dài quá
nan,cái u
"nan cốc slâu, hua tứn Noóc",vấp vào cột nhà đầu nổi u
"Toỏng nan slâu, hua tứn Noóc",vấp vào cột nhà đầu nổi u
"Toỏng cốc slâu, nan tứn Noóc",vấp vào cột nhà đầu nổi u
"Toỏng cốc slâu, hua tứn nan",vấp vào cột nhà đầu nổi u
nan,cái gò
nan đin,gò đất
nan mò,gợn sóng
nan tứn Noóc mò,mặt nước gợn sóng
Nặm tứn nan mò,mặt nước gợn sóng
nan Noọc,bên ngoài
Bưởng nan,bên ngoài
nan tông,ngoài đồng
nan bưởng Noọc,người ngoài
Cần bưởng nan,người ngoài
nan chếp noóng pây noọc,đau bụng mót đi ngoài
Mốc chếp nan pây noọc,đau bụng mót đi ngoài
nan,đánh gió
nan,"dòng dõi, truyền thống"
nan tị lầu mì Nòi chướng nặm mường,người quê ta có truyền thống giữ gìn quê hương
Cần tị lầu mì nan chướng nặm mường,người quê ta có truyền thống giữ gìn quê hương
nan cần nựa khao,giống người da trắng
nan,ít
nan chèn,ít tiền
Nọi nan,ít tiền
nan cần,ít người
nan mưn tó mí khai,kém một đồng cũng không bán
Nọi mưn tó mí nan,kém một đồng cũng không bán
place Nọi,bản nhỏ
Bản nan,bản nhỏ
place Nọi lục,nhà hiếm con
Rườn nan lục,nhà hiếm con
nan Nọi,vợ lẽ
Mjề nan,vợ lẽ
nan,trẻ
nan Nọi,gái trẻ
Slao nan,gái trẻ
nan pây xáu noọng Nọi đây,anh đi cùng em thì tốt biết mấy
Chài pây xáu nan Nọi đây,anh đi cùng em thì tốt biết mấy
Chài pây xáu noọng nan đây,anh đi cùng em thì tốt biết mấy
nan khoái,nhanh đến thế sao
nan nà đảy Nọi khoái,gặt lúa được nhanh đến thế sao
Tan nà đảy nan khoái,gặt lúa được nhanh đến thế sao
nan,"tơ, trẻ"
nan Nóm,"trai tơ, trai trẻ"
Báo nan,"trai tơ, trai trẻ"
nan,sơ sinh
nan Nóm,trẻ sơ sinh
Đếch nan,trẻ sơ sinh
nan,con sâu
nan cháp,con sâu đo
nan nhảng,con sâu róm
nan tao tinh,con bọ gậy
nan,nằm
nan,ngủ
nan,lột xác
nan Nòn sloong,tằm lột xác lần thứ hai
Mọn nan sloong,tằm lột xác lần thứ hai
nan ngài,ngủ trưa
nan ỏn,ngủ yên
Nòn nan,ngủ yên
nan,phù sa
nan puồi căn tạ,phù sa bồi ven sông
nan,bùn màu
"place chẳng loạt, thả Non chẳng coi năm",ruộng mới bừa chờ bùn màu lắng hãy cấy
"Nà chẳng loạt, thả nan chẳng coi năm",ruộng mới bừa chờ bùn màu lắng hãy cấy
nan,mủ
nan slúc Noong,nhọt chín mủ
Bát slúc nan,nhọt chín mủ
nan,"lũ, lụt"
nan phôn nặm ta Noòng,"trời mưa, nước sông lũ"
Fạ nan nặm ta Noòng,"trời mưa, nước sông lũ"
Fạ phôn nặm ta nan,"trời mưa, nước sông lũ"
nan,mật sôi
nan fầy cải thương Noòng pjù,đun lửa to mật sôi trào
Đăng fầy cải thương nan pjù,đun lửa to mật sôi trào
nan nhéo,lũ nhỏ
nan,cây sui
nan,em
nan Noọng chẳng pền pi,có em mới có anh chị
Mì nan chẳng pền pi,có em mới có anh chị
Mì Noọng chẳng pền nan,có em mới có anh chị
nan,cái nhau
Thai đưa tam xáu nan,dây rốn nối với nhau thai
nan a,em gái
nan áo,em trai
Noọng nan,em trai
nan báo,em trai
nan fà,ruột chăn; mặt dưới của chăn
nan khươi,em rể
nan lùa,em dâu
nan na,em dì
nan slao,em gái
nan,chim
nan bên,chim bay
nan cạt,chim ác là
nan cháu,cò bợ
nan chích,chim chích
Nộc nan,chim chích
nộc nan,chim cu
nan cuổi,chim hoàng anh
nan dác,chim bồ các
nan dùng,con công
Nộc nan,con công
nan nhùng,con công
nan duốc,con cò
nan ho,con khướu
nan va mì,chim họa mi
nan kẻm đáng,chim bạc má
Nộc nan đáng,chim bạc má
nan mọ,chim vẹt
nan niều,chim muông
nan nu,chim chóc
nan pẹc,con đa đa
nan phjây,chim ri
nan slẩy,chim sâu
nan sloa,chim trĩ
nan vắc,chim cuốc
Nộc nan,chim cuốc
nan,hạn
nan bươn nấy rèo hết xong,hạn tháng này phải làm xong
nan ca,vú căng sữa
nan Nồm,bú sữa
Chin nan,bú sữa
nan mò,sữa bò
nan xáng,cái núm con quay
nan hin,nhũ đá
nan mò,quả vú sữa
place,Nùng
nan Nồng,người Nùng
Cần place,người Nùng
place,Trung Quốc
nan lền rì Nống nống,sợi dây dài ngoằng ngoằng
nan mạy phẩy nam vặc Nống náng,cây tre gai vướng lằng nhằng
nan lừm Nớ !,đừng quên nhé!
Ná lừm nan !,đừng quên nhé!
nan mừa Nớ,bác về nhé!
Pả nan Nớ,bác về nhé!
Pả mừa nan,bác về nhé!
nan,chuột
nan cặp Nu,mèo bắt chuột
Mèo nan Nu,mèo bắt chuột
Mèo cặp nan,mèo bắt chuột
nan cà rìa,chuột chù
nan chỉ,chuột nhắt
Nu nan,chuột nhắt
nan khao,chuột bạch
nan vai,chuột rừng
nan Nua mì chăm,có đủ trai đủ gái
Mì nan mì chăm,có đủ trai đủ gái
nan cần Nua căn lai,hai người quấn quýt nhau lắm
Sloong cần nan căn lai,hai người quấn quýt nhau lắm
nan phuối tuyện Nua lai,nó nói chuyện hấp dẫn lắm
Te phuối tuyện nan lai,nó nói chuyện hấp dẫn lắm
nan nét,tri kỉ
Mạc Nuầy nan ăn slỏa sle tẻng phải,cái mũi quay ở cái sa để kéo sợi
nan,mõm
Mac mị slúc nan,quả mít chín mõm
nan,nhừ
nan Num,thịt nhừ nhũn
Nựa nan,thịt nhừ nhũn
nan,non tơ
nan Núm,trâu non tơ
Vài nan,trâu non tơ
nan,mới nhú
nan,mặc
nan slửa,mặc áo
nan,điếc
nan Nuốc,tai điếc
Xu nan,tai điếc
nan,không nổ
nan Nuốc,đạn không nổ
Đạn nan,đạn không nổ
nan,mới nở
nan Nuồm,gà con mới nở
nan Nuồm,bột mịn
nan nham khẩu rây,tuốt nắm lúa nương
Nuột nan khẩu rây,tuốt nắm lúa nương
Nuột nham nan rây,tuốt nắm lúa nương
Nuột nham khẩu nan,tuốt nắm lúa nương
nan,nữ
nan,trên
nan Nưa,phía trên
Pạng nan,phía trên
nan pù,trên núi
Dú nan cạ hẩu pây bộ đội,ở trên bảo cho đi bộ đội
nan Nựa,đất thịt
Đin nan,đất thịt
nan,nước da
nan Nựa cây,người nước da ngăm ngăm
Cần nan cây,người nước da ngăm ngăm
nan,cùi
nan chinh,thịt nạc
nan fam toọng,"thịt bụng, thịt ba chỉ"
nan mòi,thịt thăn
nan năng,thịt da
nan năng,thịt thà
nan Nức,đất quánh
Đin nan,đất quánh
nan,tức
nan khửn ấc,tức lên ngực
nan nực,giần giật
Xẻ nan nực,kéo giần giật
nan,nuốt
nan bấu lồng cò,nuốt không khỏi cổ
Nựn bấu lồng nan,nuốt không khỏi cổ
nan tang,nuốt chửng
place nặm phoòng Nược nược,mặt nước sóng rập rờn
nan,chán chường
"Fiệc hết bấu đảy, hăn đang nan","việc làm không kết quả thấy chán chường, mỏi mệt"
nan,à
nan mầu dú rườn chầy!,à mày ở nhà thôi
ò mầu nan rườn chầy!,à mày ở nhà thôi
nan pện chẳng chư dè,à thế mới phải chứ
ò pện chẳng nan dè,à thế mới phải chứ
nan,cây sậy
"place noọng rườn mạy ỏ, cáy tò tỏ nhằng phèn","nhà em nhà bằng cây sậy, con gà đánh nhau cũng rung rinh"
"Rườn nan rườn mạy ỏ, cáy tò tỏ nhằng phèn","nhà em nhà bằng cây sậy, con gà đánh nhau cũng rung rinh"
nan no,"ừ nhỉ, ờ nhỉ"
ỏ nan,"ừ nhỉ, ờ nhỉ"
nan no te mà cà lại,"ờ nhỉ, nó về thật"
ỏ nan te mà cà lại,"ờ nhỉ, nó về thật"
