tay,viet
Me khỏi lé cần mjề đây tả lỉ rườn lai đây,"Mẹ tôi là người phụ nữ đảm đang, chăm sóc gia đình rất chu đáo"
Cá pí khỏi pền rườn dá vạ mì sloong lục lan nọi đây,Anh trai tôi đã lập gia đình và có hai cháu nhỏ đáng yêu
Có pí khỏi pền rườn dá vạ mì sloong lục lan nọi đây,Anh trai tôi đã lập gia đình và có hai cháu nhỏ đáng yêu
Lùng pí khỏi pền rườn dá vạ mì sloong lục lan nọi đây,Anh trai tôi đã lập gia đình và có hai cháu nhỏ đáng yêu
Pi cá pí khỏi pền rườn dá vạ mì sloong lục lan nọi đây,Anh trai tôi đã lập gia đình và có hai cháu nhỏ đáng yêu
hơn slao khỏi đang hết fiệc dú quây rườn,Chị gái tôi đang làm việc ở một công ty gần nhà
Lai slao khỏi đang hết fiệc dú quây rườn,Chị gái tôi đang làm việc ở một công ty gần nhà
Pả slao khỏi đang hết fiệc dú quây rườn,Chị gái tôi đang làm việc ở một công ty gần nhà
Hò trai nọi khỏi quẩy lai tọ củng mốc rung lai,Em trai út của tôi rất nghịch ngợm nhưng cũng rất thông minh
Tua trai nọi khỏi quẩy lai tọ củng mốc rung lai,Em trai út của tôi rất nghịch ngợm nhưng cũng rất thông minh
Rườn boong lầu tằng náo dú đuổi căn mọi ngài Đút tằng căm,Gia đình chúng tôi thường quây quần bên nhau vào mỗi bữa cơm tối
hơn noọng hâng mì pày chắng đảy mà dương que,Họ hàng xa thỉnh thoảng mới có dịp về thăm quê hương
Lai noọng hâng mì pày chắng đảy mà dương que,Họ hàng xa thỉnh thoảng mới có dịp về thăm quê hương
Pả noọng hâng mì pày chắng đảy mà dương que,Họ hàng xa thỉnh thoảng mới có dịp về thăm quê hương
Pi Noọng a hâng mì pày chắng đảy mà dương que,Họ hàng xa thỉnh thoảng mới có dịp về thăm quê hương
Pi Noọng slao hâng mì pày chắng đảy mà dương que,Họ hàng xa thỉnh thoảng mới có dịp về thăm quê hương
Cần lầu luôn điếp căn vạ hưa pang căn chang tàng dú,Chúng tôi luôn yêu thương và giúp đỡ lẫn nhau trong cuộc sống
Boong lầu luôn điếp căn vạ Pang pang căn chang tàng dú,Chúng tôi luôn yêu thương và giúp đỡ lẫn nhau trong cuộc sống
Boong lầu luôn điếp căn vạ hưa pang căn Chang tàng dú,Chúng tôi luôn yêu thương và giúp đỡ lẫn nhau trong cuộc sống
Boong lầu luôn điếp căn vạ hưa pang căn Đâng tàng dú,Chúng tôi luôn yêu thương và giúp đỡ lẫn nhau trong cuộc sống
Boong lầu luôn điếp căn vạ hưa pang căn Slâu tàng dú,Chúng tôi luôn yêu thương và giúp đỡ lẫn nhau trong cuộc sống
Boong lầu luôn điếp căn vạ hưa pang căn Tung tàng dú,Chúng tôi luôn yêu thương và giúp đỡ lẫn nhau trong cuộc sống
Hò lan men cằm đây le mốc bông lai cải cúa po mé,Con cháu hiếu thảo là niềm vui lớn nhất của ông bà
Tua lan men cằm đây le mốc bông lai cải cúa po mé,Con cháu hiếu thảo là niềm vui lớn nhất của ông bà
Lục lan men cằm đây chen mốc bông lai cải cúa po mé,Con cháu hiếu thảo là niềm vui lớn nhất của ông bà
Lục lan men cằm đây Lưa mốc bông lai cải cúa po mé,Con cháu hiếu thảo là niềm vui lớn nhất của ông bà
Lục lan men cằm đây lé mốc bông lai cải cúa po mé,Con cháu hiếu thảo là niềm vui lớn nhất của ông bà
Boong bản dú que khỏi ngòi bặng pi noọng khen kha lai,Mối quan hệ hàng xóm láng giềng ở quê tôi rất thân thiết
Cần bản dú que khỏi ngòi bặng Pi noọng khen kha lai,Mối quan hệ hàng xóm láng giềng ở quê tôi rất thân thiết
Cần bản dú que khỏi ngòi bặng khuốp noọng khen kha lai,Mối quan hệ hàng xóm láng giềng ở quê tôi rất thân thiết
Cần bản dú que khỏi ngòi bặng pi Noọng a khen kha lai,Mối quan hệ hàng xóm láng giềng ở quê tôi rất thân thiết
Cần bản dú que khỏi ngòi bặng pi Noọng slao khen kha lai,Mối quan hệ hàng xóm láng giềng ở quê tôi rất thân thiết
Cần bản dú que khỏi ngòi bặng pi noọng khen Châng lai,Mối quan hệ hàng xóm láng giềng ở quê tôi rất thân thiết
Pậu đây luôn ái pang boong lầu tầư khỏ,Bạn bè tốt luôn sẵn lòng chia sẻ khi chúng ta gặp khó khăn
Boong điếp cúa khỏi mì phjôm rì vạ khua hiền lai,Người yêu của tôi có mái tóc dài và nụ cười rất hiền
cop ngài tằng nâư khỏi tằng náo tứn tốc cón sle hết lèng,"Mỗi sáng, tôi thường thức dậy sớm để tập thể dục"
Khóp ngài tằng nâư khỏi tằng náo tứn tốc cón sle hết lèng,"Mỗi sáng, tôi thường thức dậy sớm để tập thể dục"
Khướm ngài tằng nâư khỏi tằng náo tứn tốc cón sle hết lèng,"Mỗi sáng, tôi thường thức dậy sớm để tập thể dục"
Mọi ngài tằng nâư khỏi tằng náo tứn tốc Đạ sle hết lèng,"Mỗi sáng, tôi thường thức dậy sớm để tập thể dục"
CảI chin tằng nâư khỏi chắp xặp pây hết fiệc lụ pây slon,"Sau khi ăn sáng, tôi chuẩn bị đi làm hoặc đi học"
Quảng chin tằng nâư khỏi chắp xặp pây hết fiệc lụ pây slon,"Sau khi ăn sáng, tôi chuẩn bị đi làm hoặc đi học"
"Quảng, rộng chin tằng nâư khỏi chắp xặp pây hết fiệc lụ pây slon","Sau khi ăn sáng, tôi chuẩn bị đi làm hoặc đi học"
Lang Đút tằng nâư khỏi chắp xặp pây hết fiệc lụ pây slon,"Sau khi ăn sáng, tôi chuẩn bị đi làm hoặc đi học"
Ngài bại cần tằng náo nòn Chang nâng giờ,"Buổi trưa, mọi người thường nghỉ ngơi khoảng một tiếng đồng hồ"
Ngài bại cần tằng náo nòn Đâng nâng giờ,"Buổi trưa, mọi người thường nghỉ ngơi khoảng một tiếng đồng hồ"
Ngài bại cần tằng náo nòn Slâu nâng giờ,"Buổi trưa, mọi người thường nghỉ ngơi khoảng một tiếng đồng hồ"
Ngài bại cần tằng náo nòn Tung nâng giờ,"Buổi trưa, mọi người thường nghỉ ngơi khoảng một tiếng đồng hồ"
CảI ngài khỏi hết fiệc rườn vạ chắp xặp chin tằng căm hẩư rườn boong khỏi,"Buổi chiều, tôi làm việc nhà và chuẩn bị bữa tối cho gia đình"
Quảng ngài khỏi hết fiệc rườn vạ chắp xặp chin tằng căm hẩư rườn boong khỏi,"Buổi chiều, tôi làm việc nhà và chuẩn bị bữa tối cho gia đình"
"Quảng, rộng ngài khỏi hết fiệc rườn vạ chắp xặp chin tằng căm hẩư rườn boong khỏi","Buổi chiều, tôi làm việc nhà và chuẩn bị bữa tối cho gia đình"
Lang ngài khỏi hết fiệc rườn vạ chắp xặp Đút tằng căm hẩư rườn boong khỏi,"Buổi chiều, tôi làm việc nhà và chuẩn bị bữa tối cho gia đình"
Tằng căm boong lầu ngòi ti vi lụ slon slư Đạ pây nòn,"Buổi tối, chúng tôi xem ti vi hoặc đọc sách trước khi đi ngủ"
Rườn boong khỏi tằng náo pây liêu ti đây đây lụ mừa A que,"Cuối tuần, gia đình tôi thường đi chơi công viên hoặc về quê"
Khen kha nắt tinh Then sle slỉnh sloáng lang mặt vằn hết fiệc,Tôi thích nghe nhạc nhẹ nhàng để thư giãn sau một ngày làm việc
Khỏi nắt tinh Then sle slỉnh sloáng lang mặt Mự hết fiệc,Tôi thích nghe nhạc nhẹ nhàng để thư giãn sau một ngày làm việc
Khỏi nắt tinh Then sle slỉnh sloáng lang mặt Nâư hết fiệc,Tôi thích nghe nhạc nhẹ nhàng để thư giãn sau một ngày làm việc
Khỏi nắt tinh Then sle slỉnh sloáng lang mặt Vằn hết fiệc,Tôi thích nghe nhạc nhẹ nhàng để thư giãn sau một ngày làm việc
Fiệc slon slư Pang khỏi mốc rung lai vạ chắc lai hơm,Việc đọc sách giúp tôi mở mang kiến thức và hiểu biết hơn
Cần lầu tằng náo pây háng tằng nâư sle dự cúa chin day,Chúng tôi thường đi chợ vào buổi sáng để mua thực phẩm tươi ngon
Boong lầu tằng náo pây háng tằng nâư sle dự cúa Đút day,Chúng tôi thường đi chợ vào buổi sáng để mua thực phẩm tươi ngon
Fẹn fặt rườn lang hẩư slâu slâu Pang ti dú đoảng hơm,Dọn dẹp nhà cửa sạch sẽ giúp không gian sống thoáng đãng hơn
Fẹn fặt rườn lang hẩư slâu slâu hưa ti dú Mất lit hơm,Dọn dẹp nhà cửa sạch sẽ giúp không gian sống thoáng đãng hơn
Fẹn fặt rườn lang hẩư slâu slâu hưa ti dú Quảng xoác hơm,Dọn dẹp nhà cửa sạch sẽ giúp không gian sống thoáng đãng hơn
Fẹn fặt rườn lang hẩư slâu slâu hưa ti dú Rung xoác hơm,Dọn dẹp nhà cửa sạch sẽ giúp không gian sống thoáng đãng hơn
Fạt slửa khóa hẩư slâu le fiệc phải hết tằng náo,Giặt giũ quần áo là công việc cần làm thường xuyên
Hấy slửa khóa hẩư slâu le fiệc phải hết tằng náo,Giặt giũ quần áo là công việc cần làm thường xuyên
Slan slửa khóa hẩư slâu le fiệc phải hết tằng náo,Giặt giũ quần áo là công việc cần làm thường xuyên
Tức slửa khóa hẩư slâu le fiệc phải hết tằng náo,Giặt giũ quần áo là công việc cần làm thường xuyên
Hết slửa khóa hẩư slâu chen fiệc phải hết tằng náo,Giặt giũ quần áo là công việc cần làm thường xuyên
Hết slửa khóa hẩư slâu Lưa fiệc phải hết tằng náo,Giặt giũ quần áo là công việc cần làm thường xuyên
Hết slửa khóa hẩư slâu lé fiệc phải hết tằng náo,Giặt giũ quần áo là công việc cần làm thường xuyên
Hung bại ăn Đây hẩư rườn boong khỏi le mốc bông cúa me khỏi,Nấu những món ăn ngon cho gia đình là niềm vui của mẹ tôi
Hung bại ăn Mjạc hẩư rườn boong khỏi le mốc bông cúa me khỏi,Nấu những món ăn ngon cho gia đình là niềm vui của mẹ tôi
Hung bại ăn van hẩư rườn boong khỏi chen mốc bông cúa me khỏi,Nấu những món ăn ngon cho gia đình là niềm vui của mẹ tôi
Hung bại ăn van hẩư rườn boong khỏi Lưa mốc bông cúa me khỏi,Nấu những món ăn ngon cho gia đình là niềm vui của mẹ tôi
Hung bại ăn van hẩư rườn boong khỏi lé mốc bông cúa me khỏi,Nấu những món ăn ngon cho gia đình là niềm vui của mẹ tôi
Hung bại ăn van hẩư rườn boong khỏi le mốc bông cúa Mjề khỏi,Nấu những món ăn ngon cho gia đình là niềm vui của mẹ tôi
Khen kha đang slon hết bại cúa hết nọi nọi hẩư day teo chang rườn,Tôi đang học cách sửa chữa những đồ dùng đơn giản trong nhà
Khỏi đang slon hết bại cúa hết nọi nọi hẩư day teo Chang rườn,Tôi đang học cách sửa chữa những đồ dùng đơn giản trong nhà
Khỏi đang slon hết bại cúa hết nọi nọi hẩư day teo Đâng rườn,Tôi đang học cách sửa chữa những đồ dùng đơn giản trong nhà
Khỏi đang slon hết bại cúa hết nọi nọi hẩư day teo Slâu rườn,Tôi đang học cách sửa chữa những đồ dùng đơn giản trong nhà
Khỏi đang slon hết bại cúa hết nọi nọi hẩư day teo Tung rườn,Tôi đang học cách sửa chữa những đồ dùng đơn giản trong nhà
Chắp xặp fiệc Pang khỏi hết fiệc đảy day hơm,Việc lập kế hoạch công việc giúp tôi quản lý thời gian hiệu quả
Nưa tường mì cheng phong cảnh đây kỉ bức,Trên tường treo một vài bức tranh phong cảnh đẹp
tềng tường mì cheng phong cảnh đây kỉ bức,Trên tường treo một vài bức tranh phong cảnh đẹp
Chường Chang ti nòn cúa khỏi rôộng lai vạ huốt rưng,Cái giường trong phòng ngủ của tôi khá rộng rãi và thoải mái
Chường Đâng ti nòn cúa khỏi rôộng lai vạ huốt rưng,Cái giường trong phòng ngủ của tôi khá rộng rãi và thoải mái
Chường Slâu ti nòn cúa khỏi rôộng lai vạ huốt rưng,Cái giường trong phòng ngủ của tôi khá rộng rãi và thoải mái
Chường Tung ti nòn cúa khỏi rôộng lai vạ huốt rưng,Cái giường trong phòng ngủ của tôi khá rộng rãi và thoải mái
Fằn chắt rườn tày bại co phấy chẩn tinh,Hàng rào quanh nhà được làm bằng những cây tre chắc chắn
Fe chắt rườn tày bại co phấy chẩn tinh,Hàng rào quanh nhà được làm bằng những cây tre chắc chắn
Nòi chắt rườn tày bại co phấy chẩn tinh,Hàng rào quanh nhà được làm bằng những cây tre chắc chắn
Tồng giống chắt rườn tày bại co phấy chẩn tinh,Hàng rào quanh nhà được làm bằng những cây tre chắc chắn
Cúa nghe tiểng cáu Cáu nhằng kêu bại then tằng náo nghe,Cái đài radio cũ kỹ vẫn phát những bài hát quen thuộc
Xe đạp chen cúa pây mà loong cúa po khỏi cáu ké,Chiếc xe đạp là phương tiện đi lại chính của bố tôi ngày xưa
Xe đạp Lưa cúa pây mà loong cúa po khỏi cáu ké,Chiếc xe đạp là phương tiện đi lại chính của bố tôi ngày xưa
Xe đạp lé cúa pây mà loong cúa po khỏi cáu ké,Chiếc xe đạp là phương tiện đi lại chính của bố tôi ngày xưa
Xe đạp le cúa pây mà loong cúa po khỏi cáu Cáu,Chiếc xe đạp là phương tiện đi lại chính của bố tôi ngày xưa
Nhình thây vạ le cúa hết fiệc tằng náo dú cúa cần hết nà,Cái cày và cái bừa là dụng cụ lao động quen thuộc của nhà nông
Tua thây vạ chen cúa hết fiệc tằng náo dú cúa cần hết nà,Cái cày và cái bừa là dụng cụ lao động quen thuộc của nhà nông
Tua thây vạ Lưa cúa hết fiệc tằng náo dú cúa cần hết nà,Cái cày và cái bừa là dụng cụ lao động quen thuộc của nhà nông
Tua thây vạ lé cúa hết fiệc tằng náo dú cúa cần hết nà,Cái cày và cái bừa là dụng cụ lao động quen thuộc của nhà nông
Sloong tềnh vai Mjề tằng nâư tằng căm noọc háng,Đôi quang gánh trên vai mẹ tảo tần sớm hôm ngoài chợ
Foọng đảy lam tẩư Cốc mạy sle slỉnh sloáng ngài pưa đét,Cái võng được mắc dưới gốc cây để nghỉ ngơi buổi trưa hè
pang nả fạ vằn nẩy slâu slâu vạ bấu mì mây nâng hạt,Bầu trời hôm nay trong xanh và không một gợn mây
Nả fạ Mự nẩy slâu slâu vạ bấu mì mây nâng hạt,Bầu trời hôm nay trong xanh và không một gợn mây
Nả fạ Nâư nẩy slâu slâu vạ bấu mì mây nâng hạt,Bầu trời hôm nay trong xanh và không một gợn mây
Nả fạ Vằn nẩy slâu slâu vạ bấu mì mây nâng hạt,Bầu trời hôm nay trong xanh và không một gợn mây
Bjoóc vằn ngà bại đét un lồng tẩư đin,Mặt trời chiếu những tia nắng ấm xuống mặt đất
Lài vằn ngà bại đét un lồng tẩư đin,Mặt trời chiếu những tia nắng ấm xuống mặt đất
Tha Mự ngà bại đét un lồng tẩư đin,Mặt trời chiếu những tia nắng ấm xuống mặt đất
Tha Nâư ngà bại đét un lồng tẩư đin,Mặt trời chiếu những tia nắng ấm xuống mặt đất
Tha Vằn ngà bại đét un lồng tẩư đin,Mặt trời chiếu những tia nắng ấm xuống mặt đất
Hạng sao rung rung bặng bại hạt rung nọi,Các ngôi sao lấp lánh như những hạt kim cương nhỏ
Nhịnh sao rung rung bặng bại hạt rung nọi,Các ngôi sao lấp lánh như những hạt kim cương nhỏ
CảI phân cầu vồng bảy sắc tằng náo tứn mà đây lai,"Sau cơn mưa, cầu vồng bảy sắc thường xuất hiện rất đẹp"
Quảng phân cầu vồng bảy sắc tằng náo tứn mà đây lai,"Sau cơn mưa, cầu vồng bảy sắc thường xuất hiện rất đẹp"
"Quảng, rộng phân cầu vồng bảy sắc tằng náo tứn mà đây lai","Sau cơn mưa, cầu vồng bảy sắc thường xuất hiện rất đẹp"
Ta que pây lai tập Tập éo cón táo oóc,Sương sớm giăng đầy sườn núi trước khi mặt trời mọc
Ta que pây lai tập éo Đạ táo oóc,Sương sớm giăng đầy sườn núi trước khi mặt trời mọc
Ta que pây lai tập éo cón táo Lồng,Sương sớm giăng đầy sườn núi trước khi mặt trời mọc
Ta que pây lai tập éo cón táo Mà,Sương sớm giăng đầy sườn núi trước khi mặt trời mọc
Loong nọi nặm luây quá Chang bại hin,Suối nhỏ nước chảy qua khe đá
Loong nọi nặm luây quá Đâng bại hin,Suối nhỏ nước chảy qua khe đá
Loong nọi nặm luây quá Slâu bại hin,Suối nhỏ nước chảy qua khe đá
Loong nọi nặm luây quá Tung bại hin,Suối nhỏ nước chảy qua khe đá
Chông pù slung dặng ngòi lồng tông kheo,Đỉnh núi cao sừng sững nhìn xuống cánh đồng xanh
Mùng pù slung dặng ngòi lồng tông kheo,Đỉnh núi cao sừng sững nhìn xuống cánh đồng xanh
Ngảu pù slung dặng ngòi lồng tông kheo,Đỉnh núi cao sừng sững nhìn xuống cánh đồng xanh
pjai pù slung dặng ngòi lồng tông kheo,Đỉnh núi cao sừng sững nhìn xuống cánh đồng xanh
Tỉnh pù slung dặng ngòi lồng tông kheo,Đỉnh núi cao sừng sững nhìn xuống cánh đồng xanh
Mưn nà khẩu sluc vàng rì thâng hết fạ,Cánh đồng lúa chín vàng óng trải dài đến tận chân trời
Toòng nà khẩu sluc vàng rì thâng hết fạ,Cánh đồng lúa chín vàng óng trải dài đến tận chân trời
Tông nà Khảu sluc vàng rì thâng hết fạ,Cánh đồng lúa chín vàng óng trải dài đến tận chân trời
Lai cần mạy rộc le ti dú cúa bại tua cúa chang đông,Rừng cây rậm rạp là nơi ở của muông thú
Tằng lai mạy rộc le ti dú cúa bại tua cúa chang đông,Rừng cây rậm rạp là nơi ở của muông thú
Đông mạy rộc chen ti dú cúa bại tua cúa chang đông,Rừng cây rậm rạp là nơi ở của muông thú
Đông mạy rộc Lưa ti dú cúa bại tua cúa chang đông,Rừng cây rậm rạp là nơi ở của muông thú
Đông mạy rộc lé ti dú cúa bại tua cúa chang đông,Rừng cây rậm rạp là nơi ở của muông thú
Đông mạy rộc le ti dú cúa bại tua cúa Chang đông,Rừng cây rậm rạp là nơi ở của muông thú
Đông mạy rộc le ti dú cúa bại tua cúa Đâng đông,Rừng cây rậm rạp là nơi ở của muông thú
Đông mạy rộc le ti dú cúa bại tua cúa Slâu đông,Rừng cây rậm rạp là nơi ở của muông thú
Đông mạy rộc le ti dú cúa bại tua cúa Tung đông,Rừng cây rậm rạp là nơi ở của muông thú
Cần lầu cần chướng chực ti dú đuổi lầu,Chúng ta cần bảo vệ môi trường sống quanh ta
Bấu đảy vít nhác tả téo Lồng tàng lụ vít lồng ta loong,Không được vứt rác bừa bãi ra đường hoặc xuống sông suối
Bấu đảy vít nhác tả téo Mà tàng lụ vít lồng ta loong,Không được vứt rác bừa bãi ra đường hoặc xuống sông suối
Chay lai co mạy kheo Pang slâư sloóng hơm,Trồng nhiều cây xanh cho không khí trong lành hơn
Hạng tua cúa chang đông cần đảy chướng chực mí hẩư hâu thấu pắt,Các loài động vật hoang dã cần được bảo vệ khỏi nguy cơ tuyệt chủng
Nhịnh tua cúa chang đông cần đảy chướng chực mí hẩư hâu thấu pắt,Các loài động vật hoang dã cần được bảo vệ khỏi nguy cơ tuyệt chủng
Bại tua cúa Chang đông cần đảy chướng chực mí hẩư hâu thấu pắt,Các loài động vật hoang dã cần được bảo vệ khỏi nguy cơ tuyệt chủng
Bại tua cúa Đâng đông cần đảy chướng chực mí hẩư hâu thấu pắt,Các loài động vật hoang dã cần được bảo vệ khỏi nguy cơ tuyệt chủng
Bại tua cúa Slâu đông cần đảy chướng chực mí hẩư hâu thấu pắt,Các loài động vật hoang dã cần được bảo vệ khỏi nguy cơ tuyệt chủng
Bại tua cúa Tung đông cần đảy chướng chực mí hẩư hâu thấu pắt,Các loài động vật hoang dã cần được bảo vệ khỏi nguy cơ tuyệt chủng
Bặp slâu le cúa đây lai cần đảy chướng chực,Nước sạch là tài nguyên quý giá cần được bảo vệ
Nặm slâu chen cúa đây lai cần đảy chướng chực,Nước sạch là tài nguyên quý giá cần được bảo vệ
Nặm slâu Lưa cúa đây lai cần đảy chướng chực,Nước sạch là tài nguyên quý giá cần được bảo vệ
Nặm slâu lé cúa đây lai cần đảy chướng chực,Nước sạch là tài nguyên quý giá cần được bảo vệ
Fạt nọi điện vạ nặm le fiệc hết đây đây chướng chực ti dú,Tiết kiệm điện và nước là hành động tốt bảo vệ môi trường sống
Hấy nọi điện vạ nặm le fiệc hết đây đây chướng chực ti dú,Tiết kiệm điện và nước là hành động tốt bảo vệ môi trường sống
Slan nọi điện vạ nặm le fiệc hết đây đây chướng chực ti dú,Tiết kiệm điện và nước là hành động tốt bảo vệ môi trường sống
Tức nọi điện vạ nặm le fiệc hết đây đây chướng chực ti dú,Tiết kiệm điện và nước là hành động tốt bảo vệ môi trường sống
Hết nọi điện vạ nặm chen fiệc hết đây đây chướng chực ti dú,Tiết kiệm điện và nước là hành động tốt bảo vệ môi trường sống
Hết nọi điện vạ nặm Lưa fiệc hết đây đây chướng chực ti dú,Tiết kiệm điện và nước là hành động tốt bảo vệ môi trường sống
Hết nọi điện vạ nặm lé fiệc hết đây đây chướng chực ti dú,Tiết kiệm điện và nước là hành động tốt bảo vệ môi trường sống
Nhình mò đang nghẻn nhả tềnh sườn khau,Con bò đang thung thăng gặm cỏ trên sườn đồi
Nhình ma le cần pằng dạu chực rườn,Con chó là người bạn trung thành canh giữ nhà cửa
Tua ma chen cần pằng dạu chực rườn,Con chó là người bạn trung thành canh giữ nhà cửa
Tua ma Lưa cần pằng dạu chực rườn,Con chó là người bạn trung thành canh giữ nhà cửa
Tua ma lé cần pằng dạu chực rườn,Con chó là người bạn trung thành canh giữ nhà cửa
Nhình mèo tằng náo nòn tắm đét xảng tu,Con mèo hay nằm sưởi nắng bên bậu cửa sổ
hưa cáy cầu teo cáy me pây xa chin,Đàn gà con lon ton chạy theo gà mẹ đi kiếm mồi
Pang cáy cầu teo cáy Mjề pây xa chin,Đàn gà con lon ton chạy theo gà mẹ đi kiếm mồi
Pang cáy cầu teo cáy me pây xa Đút,Đàn gà con lon ton chạy theo gà mẹ đi kiếm mồi
Nhình nộc đang pắt bại tua non nọi tềnh bâư mạy,Con chim sâu đang bắt những con sâu nhỏ trên lá cây
Nhình pja vàng luây éo nẩư nỏ chang búng nặm nọi,Con cá vàng bơi lượn nhẹ nhàng trong bể nước nhỏ
Tua pja vàng luây Tập éo nẩư nỏ chang búng nặm nọi,Con cá vàng bơi lượn nhẹ nhàng trong bể nước nhỏ
Tua pja vàng luây éo nẩư nỏ Chang búng nặm nọi,Con cá vàng bơi lượn nhẹ nhàng trong bể nước nhỏ
Tua pja vàng luây éo nẩư nỏ Đâng búng nặm nọi,Con cá vàng bơi lượn nhẹ nhàng trong bể nước nhỏ
Tua pja vàng luây éo nẩư nỏ Slâu búng nặm nọi,Con cá vàng bơi lượn nhẹ nhàng trong bể nước nhỏ
Tua pja vàng luây éo nẩư nỏ Tung búng nặm nọi,Con cá vàng bơi lượn nhẹ nhàng trong bể nước nhỏ
Tua pja vàng luây éo nẩư nỏ chang Mường nặm nọi,Con cá vàng bơi lượn nhẹ nhàng trong bể nước nhỏ
Nhình mạ len khoái bặng lồm tềnh tông quảng lin lin,Con ngựa chạy nhanh như gió trên thảo nguyên rộng lớn
Co Khảu hưa mì cúa kin chính hẩư cần,Cây lúa cung cấp nguồn lương thực chính cho con người
Co khẩu Pang mì cúa kin chính hẩư cần,Cây lúa cung cấp nguồn lương thực chính cho con người
Co khẩu hưa mì cúa kin Ngay hẩư cần,Cây lúa cung cấp nguồn lương thực chính cho con người
Co mằn Năm ngai vạ hẩư ăn tấm lai,Cây khoai lang dễ trồng và cho củ ăn rất bùi
Co cát tằng náo đảy Năm tềnh đin khau lính,Cây sắn thường được trồng trên đất đồi dốc
Sluôn phjắc kheo ứt Pang mì phjắc slâu hẩư ăn hằng ngày,Vườn rau xanh mướt cung cấp rau sạch cho bữa ăn hàng ngày
Co phấy mì lai fiệc dủng Chang ti dú cúa cần,Cây tre có rất nhiều công dụng trong đời sống người dân
Co phấy mì lai fiệc dủng Đâng ti dú cúa cần,Cây tre có rất nhiều công dụng trong đời sống người dân
Co phấy mì lai fiệc dủng Slâu ti dú cúa cần,Cây tre có rất nhiều công dụng trong đời sống người dân
Co phấy mì lai fiệc dủng Tung ti dú cúa cần,Cây tre có rất nhiều công dụng trong đời sống người dân
chóp tào phông khoóp hưa chắc mùa xuân đạ mà khoóp bản mường,Hoa đào nở rộ báo hiệu mùa xuân đã về trên khắp bản làng
Bjoóc tào phông khoóp Pang chắc mùa xuân đạ mà khoóp bản mường,Hoa đào nở rộ báo hiệu mùa xuân đã về trên khắp bản làng
chóp ngậu le cúa hưa hăn cúa đây vạ slâu chẳng,Hoa sen tượng trưng cho vẻ đẹp thanh cao và tinh khiết
Bjoóc ngậu chen cúa hưa hăn cúa đây vạ slâu chẳng,Hoa sen tượng trưng cho vẻ đẹp thanh cao và tinh khiết
Bjoóc ngậu Lưa cúa hưa hăn cúa đây vạ slâu chẳng,Hoa sen tượng trưng cho vẻ đẹp thanh cao và tinh khiết
Bjoóc ngậu lé cúa hưa hăn cúa đây vạ slâu chẳng,Hoa sen tượng trưng cho vẻ đẹp thanh cao và tinh khiết
Bjoóc ngậu le cúa Pang hăn cúa đây vạ slâu chẳng,Hoa sen tượng trưng cho vẻ đẹp thanh cao và tinh khiết
Co mạy cải Cáu hua bản đạ hăn lai bại fiệc pền đai cúa que,Cây cổ thụ đầu làng đã chứng kiến bao nhiêu đổi thay của quê hương
Co mạy cải ké Chạu bản đạ hăn lai bại fiệc pền đai cúa que,Cây cổ thụ đầu làng đã chứng kiến bao nhiêu đổi thay của quê hương
Boong hết nà hết fiệc khỏ tềnh tông nà khoóp pi,Người nông dân làm việc vất vả trên đồng ruộng quanh năm
Cần hết nà hết fiệc khỏ tềnh tông nà khoóp Pi,Người nông dân làm việc vất vả trên đồng ruộng quanh năm
Cần hết nà hết fiệc khỏ tềnh tông nà khoóp khuốp,Người nông dân làm việc vất vả trên đồng ruộng quanh năm
Dé cần hết rườn đang tẳng bại cạch pền hàng,Bác thợ xây đang cẩn thận xây những viên gạch thẳng hàng
Lùng cần hết rườn đang tẳng bại cạch pền hàng,Bác thợ xây đang cẩn thận xây những viên gạch thẳng hàng
Bác sĩ vạ y tá tả lỉ chướng đang hẩư cần khẩy Chang rườn chữa bệnh,Bác sĩ và y tá chăm sóc sức khỏe cho bệnh nhân trong bệnh viện
Bác sĩ vạ y tá tả lỉ chướng đang hẩư cần khẩy Đâng rườn chữa bệnh,Bác sĩ và y tá chăm sóc sức khỏe cho bệnh nhân trong bệnh viện
Bác sĩ vạ y tá tả lỉ chướng đang hẩư cần khẩy Slâu rườn chữa bệnh,Bác sĩ và y tá chăm sóc sức khỏe cho bệnh nhân trong bệnh viện
Bác sĩ vạ y tá tả lỉ chướng đang hẩư cần khẩy Tung rườn chữa bệnh,Bác sĩ và y tá chăm sóc sức khỏe cho bệnh nhân trong bệnh viện
Boong bộ đội dạu tềnh biên chướng chực nặm mường cúa boong lầu,"Chú bộ đội canh giữ biên cương, bảo vệ Tổ quốc thân yêu"
Cá cần chực tàng ngòi xe tềnh tàng luông,Anh cảnh sát giao thông điều khiển xe cộ trên đường phố
Có cần chực tàng ngòi xe tềnh tàng luông,Anh cảnh sát giao thông điều khiển xe cộ trên đường phố
Lùng cần chực tàng ngòi xe tềnh tàng luông,Anh cảnh sát giao thông điều khiển xe cộ trên đường phố
Pi cá cần chực tàng ngòi xe tềnh tàng luông,Anh cảnh sát giao thông điều khiển xe cộ trên đường phố
Boong chòng xe tải khéc vạ cúa pây khoóp bại mường nặm mường,Người lái xe chở khách và hàng hóa đi khắp mọi miền đất nước
