tay,viet
Rườn mục dú Tầư,Nhà nát ở đâu
rườn Tầư ti phuông,nhà nào Địa phương
Mì bát cần Tầư,Có khi người nào
Bẳn Tầư Pi Tỉ,bắn trúng năm tí
Tầư lồm Nèn,trúng gió độc tết
Pi tỉ nu Tầư cắp,Năm tí chuột bị sa bẫy
Cò ngheng le̱ Tầư piên Cùn Lậc,bướng quá thì bị đòn đêm khuya
phuối nắm tò Tầư Rườn đếch,nói không khớp nhau nhà trẻ
bản Tẩư Rườn Slẳm,bản dưới nhà bẩn
Đăm đin Tẩư phục,Tối trời dưới chiếu
Tẩư cai tắc nặm,dưới hiên nhà múc nước
"pết cáy têm Tẩư cai, vài têm lang Mùa","gà vịt đầy sân, trâu đầy chuồng mùa, vụ"
Tẩư đin pài chại,"dưới đất, âm phủ chiều muộn"
Tẩư fạ pi,"thế gian, thiên hạ năm"
Thin phon Tẩư keo,"Núi đá vôi dưới xuôi, miền xuôi"
Tẩư nưa chùa căn hết fiệc Păng Lăng,trên dưới hô hào nhau làm việc bên nhà ngoại
Tây phải nháng Pác,đẫy vải thô cửa
"Tằng Hâu cạ thông mác khấy, lầu cạ Tây kim ngần","Buổi, ban người ta bảo túi mướp đắng mình cho rằng đẫy bạc vàng"
Te̱ bấu dú rườn vằn,nó không ở nhà ngày
Rung chưởn Te̱ pây rụ Te̱ dú,Sáng lóa đi hay là không đi
Khỏi Te̱ pây nòn chả pài,"tôi thì đi ngủ thôi chiều, buổi chiều"
Xá phạ Te̱ phôm cà này,Gác bếp trời sắp mưa bây giờ
Rung roàng Tặt bôm khẩu Tẻ,Sáng sủa bày mâm cỗ tế lễ
khỏi năng Tem te̱ Háng,tôi ngồi sát bên cạnh nó chợ
Pi nẩy Pi noo̱ng Tem căn,Năm nay anh em liền kề nhau
Lặn Tem kê khẩu tin hẩư phiêng,Quay lại kê chân cho bằng
Teng hẩư mắn Nèn tẻt,đóng đinh cho chắc tết nhất
Teng con tu hẩư mắn Tàng pây,chốt cửa lại cho chắc Đường đi
Khảm cấu Pây pây Teo,Qua cầu đi đi lại lại
Ngọac Teo keng kéo,quay lại núi đèo
Tẳng khoang Tèo chúp,Dọc ngang cái nón
Tèo khân Rườn lạn,cái khăn rườn chạn
Khuổi loong Tèo pưn,Khe suối mũi tên
Pjai pù Tèo khảm kha mương,Đỉnh núi nhảy qua con mương
Hạn Tèo lồng xắc lính,Hạn nhảy xuống bậc dốc
Toỏng Téo Lặn,đóng khố quay lại
Cừa nam Téo pây,Bụi gai bỏ đi
Bâư khóa Tển nhít Mọm,cái quần ngắn ngủn xẩm tối
Nâư chạu Tha hăn,Sáng sớm mắt thấy
Tằng vằn slíp Tha đu bấu táy mừ lum,Ban ngày mười nhìn không bằng một sờ tay
Tha cuôi Lạp lạ,mắt sọt mờ sáng
Tha mạy phấy Thóa,mắt tre nhà cửa
hăn chèn le̱ Tha đăm hoỏng rườn,thấy tiền thì lóa mắt gian nhà
tinh tuyện bại cần Tha khao Vằn Sleng,nghe chuyện mọi người xanh mắt ngày sinh
Khỏi tằng te̱ le̱ cần pan Thá Ngan,tôi với nó là người cùng lứa rừng sâu
Thán fầy Vằn Kị,than lửa ngày kiêng kị
Bó Thán tức tàng,mỏ than làm đường
Nặm Thang pủn búng hâu,nước canh bún nơi nào
Slảnh Thang Bảc slắng boong lầu,Phố xá Bác dặn chúng ta
Thang nhù Rườn,vuốt rơm cho nhẵn nhà
Thang phjôm Căm Dìn,vuốt tóc cho suôn đêm hôm kia
Mọi tị Thang cáng mác,Khắp nơi chặt tỉa cành cây ăn quả
Vằn chiêng Thào hẩư chăn nâng,Ngày tết chửi cho một trận
Nả nưa Thảo pác thây,Phía trên đúc lưỡi cày
Mự Thảo oóc,Buổi nôn ra
"Thảo nưa, Thảo tẩư ăn pày",miệng nôn trôn tháo thường khi
Vằn đắp Thảo lục,Ngày nguyệt tận phá thai
Cổn noo̱ng eng Thạo thựt fiệc rườn,Đáy em nhỏ thành thạo việc nhà
Thau mằn Tháng,dây khoai bậc thang
Thau cát Háng,dây sắn Chợ
Rườn mạy Thau qua,Nhà gỗ cuống dưa
Phắng nặm Thau slặp,Bến nước thu thập
Tu hớ Tháy hua,Cửa để hở cắt tóc
Luồi ta Tháy mum,Triền sông cạo râu
Chư̱ slư̱ Tháy Lương,chữ viết nhỏ ngày kìa
Tua Tháy liệng hâng táng cải Ngoay,con bé nuôi lâu khác lớn quay lại
Thắc xảng pi nả,đeo bên sườn năm tới
Pây đông Thắc slủng nèm Rườn pjấu,đi rừng mang súng theo nhà trống
Xiên niên Thắt khảu xẩư,Nghìn năm nhích vào gần
Kha khuổi Thắt rọt pây pày ỉ,Nhánh sông lết đi từng tí một
Nà che Pây lấư tàng bấu chắc Thân thói pền rừ,Ruộng ngâm nước đi nhầm đường không biết tiến thoái như thế nào
tao Thất Mà rườn,đảo ngược về nhà
Vằn ngòa me̱ Thẩu,Hôm qua mẹ đẻ
Tàng tẳng Pây Thẻ phua,Đường dọc đi thay chồng
Pây Thẻ căn Mjề Mả,đi thay nhau vợ chồng
Lục Thẻ po me̱ Khứ,con cậy bố mẹ xà nhà
Kha khuổi Lục pjạ khỏ bấu mì ti Thẻ,Nhánh sông con mồ côi khó khăn không có chỗ dựa
Nặm noo̱ng ái khảu nà Them a ăn bườn,nước lũ sắp tràn vào ruộng rồi đấy hằng tháng
Bươn Te̱ đạ tào đảy thôm Them ớ,Tháng nó đã đào được ao cơ đấy
Cừn nẩy Thém rườn,Đêm nay thềm nhà
Rườn côn Thém mác slổm,Nhà sụp đổ thèm quả chua
"bươn chết phạ bấu fèn, bươn pét Then bấu đát Khóp tu","tháng bảy trời không còn sấm chớp, tháng tám ong không biết đốt ngưỡng cửa"
Thẻng hẩư bảt nâng Rặm rặm,đánh cho một phát đến nơi
Thích bảt kha nâng Căm mụn,dùng chân đá một phát tối hôm kia
khẻo Thích bản,"răng vẩu làng, xóm"
Chài mà pưa tầư noo̱ng bấu Thiên Rườn Ngọa,anh về bao giờ em không biết nhà ngói
Vằn Mạ Thò cúa pây háng,Ngày ngựa thồ hàng đi chợ
Te̱ Thỏ cần Tày tềnh pù,nó vốn là người Tày trên núi
ngo Thỏ cạ tói tu,tôi đã nói rồi mà gõ cửa
Keng kéo da Thỏ,Núi đèo thuốc địa phương
Nồng phải Thỏ,Trung quốc vải địa phương tự dệt
Thoóc slửa khóa Vằn mụn,thay quần áo hôm kìa
Thoóc bẳng nặm Ngoay,đổ ống nước quay lại
Thoi dài Thâng ti,bãi cát đến nơi
Đán Thoi bắp,Vách đá bãi ngô
Chin kỉ lai Thoi khửn lẹo Buốc,ăn bao nhiêu nôn ra hết đầm lầy
Thỏi slư̱ Mùa Khẩu,dòng chữ lúa vụ mùa
Slíp pi Thói cái teng oóc,Mười năm tháo cái đinh ra
Quảng xoác Thói pác bút oóc,Quang đãng tháo ngòi bút ra
Thói chèn tiết kiệm Pi,rút tiền tiết kiệm năm
Thói chèn lé Không,hoàn lại tiền lẻ nơi
Thói cốc ăn xe hẩư te̱ Tẩư cai,để lại giá gốc cho nó cái xe dưới hiên nhà
Ngườm Thom cúa sle̱,Động để dành của
Nả tẩu Thom chèn cúa lai cần chắng hết đảy tàng luông,Phía dưới gom góp tiền của nhiều người mới làm được con đường to
Tàng nặm Thom te̱ khảu dá sle̱ slán slác,Đường thủy vun vào đừng để nó tản mát
Mẳn Thón bắp,"Nãy, lúc nãy tỉa ngô"
Te̱ Thón au chèn cúa pi noo̱ng oóc,nó lấy bớt tiền của bà con sang tháng
Thư̱ Thoong Khửn Đuây,thờ vật tổ lên cầu thang
Xạ Luồng khẩu Thốc hang cáy,Xã bông lúa rủ như đuôi gà
Ngoạc Hua Thốc lồng,"Ngoảnh, quay lại đầu gục xuống"
Thông to mác Mự,túi đựng quả hôm
Hang bản Thông pán,Cuối làng túi lưới đan bằng sợi gai
Thắc Thông Làn tàng,đeo túi chặn đường
Mùa khẩu mốc tồng Thông mốc khỏi,Lúa vụ mùa lòng bạn thông với lòng tôi
Nghé Thu to khẩu khun cáy Bưởng Noọc,cái dậu con đựng thóc chăn gà bên ngoài
Bươn pét lập Thu ti phuông,tháng tám lập thu Địa phương
Thù cảng tuyện Slảnh,thủ thỉ nói chuyện phố xá
Nà pàn Chin khẩu thư̱ Thú,Ruộng sườn đồi ăn cơm dùng đũa
Khửn tàng Mỏ khẩu Thúc,Lên đường nồi cơm chín
Mác ội Thúc Mường,quả ổi chín vùng
Thúc toong Ngoạc mà,vừa ý Quay lại
Thúc tội Lặp xuân,bị tội đón xuân
Tức tàng Thúc pây,Làm đường phải đi
Lang hết hẩư hâu Thúc tha chắng đảy,Chuồng làm cho người ta coi được mới được
Que Dá đảy hẩư hâu Thúi,Nơi ở đừng để người ta chửi
Nặm noo̱ng Thúm tông nà thẳm,"nước lũ ngập cánh đồng hang, động"
Bấu Thúng te̱ chẳn lò Tằng Nâư,chẳng lẽ nó nhịn à ban sáng
Nà bấu Thúng ngo phuối pjàng lò,Khu vực chẳng lẽ tôi nói dối à
Ảng Thuổn bản cầư tố chắc,Cổng tất cả bản ai cũng biết
Thuông pi mấư Các đuây,nhân dịp năm mới bắc thang
Thuốp hẩư bặng vài Quá cấu,phang cho như đánh trâu qua cầu
Khái tàng Thư̱ khẩu lèng pây nèm,Chặng đường mang cơm nắm đi theo
Thư̱ slửa phôn Nâư ngòa,mang áo mưa sáng hôm qua
Thư̱ pjoóc mừ kha bản,đeo nhẫn nhà quê
Rườn rua bấu mì ti Thư̱,Nhà dột không nơi bấu víu
Mự pja Thư̱ bết,Hôm cá cắn câu
Ảng pắt đảy Thư̱ mừ,Cổng bắt tận tay
Tón ngài chàm Thư̱ mừ,Bữa trưa chàm ăn tay
Nem bâư chỉa bấu Thư̱ Vằn lẩu,dán tờ giấy không dính ngày cưới
Bẳng Lẩu Thư̱ tha,Ống đựng nước rượu say díu mắt
Phuối bấu Thư̱ căn Rườn rua,nói không khớp nhau nhà dột
Lả Phjải Thư̱ căn,Khuya đi đều nhau
Bấu Thư̱ cằm cần phuối nhạu tắc nặm,không chấp câu nói đùa múc nước
Chả Thư̱ co tung gia,mạ bén rễ trong nhà
Tơi nấy Nhọm phải Thư̱ hua,Thời nay nhuộm vải các màu quyện nhau
Thư̱ hua hết fiệc Ngọac Teo,ý hợp tâm đồng làm việc quay lại
Pi Tỉ Hát ta,năm tí ghềnh sông
ăn Tỉ mỏ Kỉ xì,cái rế nồi mấy khi
Dú Ti nẩy pạng tây,ở chỗ này phương tây
"Ti hâư tố mì cần đây, cần lóa Kỉ pưa",ở chỗ nào cũng có người có tốt kẻ xấu có khi
Ti hâu Phải Ti phải khoang,Nơi nào sợi dọc sợi ngang
Ti phuông Ti fuông nẩy mì lai mạy cải,Địa phương địa phương này có nhiều cây to
Pi chai rườn noo̱ng dú Ti hâư,Năm kia nhà em ở chỗ nào
Pi Tị Ti fuông,tuổi tị địa phương
Khuổi loong Khỏi bấu Tị đảy te̱,Khe suối tôi không trị nổi nó
Nặm xăng Tịch hẩư têm,Ao tù nhét cho đầy
"Tiểm đăm, Tiểm khao Rung chỏi","đốm đen, đốm trắng sáng chói"
Tiểm mừ khảu ấc Bươn chiêng,xỉa tay vào ngực tháng giêng
Tiểm mò vài Cà này,đếm trâu bò bây giờ
Va khẩu Khuổi,bó lúa khe núi
Căm đắp đuc Vả pền phon,Đêm giao thừa xương biến hóa thành vôi
Nâư lừ bâư mạy Vả pền đin,Sáng ngày kia lá cây hóa thành đất
xa mảy Vả dương rây Lặp xuân,đi kiếm măng nhân tiện thăm rẫy đón xuân
thư̱ thây Vạ thư̱ phưa Lang,mang cày và mang bừa gầm nhà sàn
Vằn rại Vai kiền khóp đổng,Ngày kị mây buộc cạp nong
Vằn pjuc Tậu Vai,Ngày mai gậy song
Vai pát khẩu Pác tu,sẻ bát cơm giữa cửa
Vai hẩư pạng nâng Rườn cà,sẻ cho một nửa nhà gianh
Pi chai Vài thư̱ nà,Năm kia trâu cày
Vải lăng chếp Bươn pả,kêu đau lưng hơn một tháng
Tàng xó Vải hêt khỏ,Đường tắt kêu ca làm khổ
Tàng lêch pát chan VáI mọi ti,Đường sắt bát đĩa vung vãi khắp nơi
Nà che tiểng then Van ón,Ruộng ngâm nước tiếng then du dương
Vàn cần tẳng rườn Tàng Cặp,nhờ người ta dựng nhà đường hẹp
Vàn pi noo̱ng hung hang đảm lẩu Thoi bắp,nhờ bà con nấu nướng đám cưới bãi ngô
Khảm tàng Bấu Vàn mầư,Sang đường không khiến mày
Khỏi xo Vàn cằm tạy cúa cần Ti năng,tôi xin từ chối lời dạy của ngài địa vị
Thỏ Ván khẩu hẩư cáy,Địa phương vãi thóc cho gà
Choác Rườn mì hả Vang,Mới đầu nhà có năm gian
"Quá ta quai bấu táy nộc ho kẻm đáng , mì vằn nhắng khảu Vang hang mò",Sang sông khôn nhất là con khướu bạc má nhưng vẫn bị sa bẫy dây làm bằng lông đuôi bò
phuối tuyện slưa lục đếch Vảng Khuổi,nói chuyện hổ trẻ con hoảng khe núi
"Pây nồng Vảng khỏi bấu mà đảy, chài tố bấu hí","Đi trung quốc nếu tôi không đến được, anh cũng đừng lo"
"Vảng cạ nặm noo̱ng cải, pi noo̱ng dú rườn cón tằng vằn",nếu như nước lũ to thì bà con ở nhà đã ban ngày
lẩu Vạng nặm bó,rượu nước cốt giếng nước
Xôn Bẳn Vạng quá sảng,Thôn bắn trượt sang bên cạnh
Vặc xoỏng khửn kho đông roang,móc cái thạ lên móc treo rừng thưa
Phắng nặm Nam Vặc slửa khát,Bến nước gai móc rách áo
vài Vặc coóc Kỉ hò,trâu ngoắc sừng mấy khi
To Tàng xe pây Vằn khút khút,Gốc cây đường xe đi bụi mù mịt
bươn mì slam slíp Vằn Đét ón,tháng có ba mươi ngày Nắng ban mai
Nhằng Vằn Ngám khuốp,còn sớm Một năm tuổi
Rặt xong lâư nà nhàng Vằn Khau,gặt xong thửa ruộng còn sớm núi rừng
Vằn lăng Nâư lừ,một hôm sau sáng ngày kia
Vận khẩu oóc chàn phjắc Tàng sloóc,chuyển thóc ra sàn phơi đường lối
Pan háng Vận cằm cáu,Phiên chợ nói lặp lại lời nói cũ
Lục báo Bấu mì chèn Vận pây háng,Nam thanh niên không có tiền vẫn đi hợ
Phắng Bại cần can Vận hêt,"Bờ, bến nước mọi người can vẫn làm"
Fạ ngoằm Pền lăng noo̱ng Vận thân thai rèo mền,Thiên hạ lẽ ra em tự tử chết theo nó
"Vẩy, pây tầư dế Tằng Căm","này, đi đâu đấy ban đêm"
Vẩy nắm chứ nau lo Rườn hàng,ấy không nhớ à cửa hàng
Nắm chư̱ ngo nau Vẩy Háng,không phải tôi đâu đấy chợ
Nghé rườn Te̱ Vậy pây dá,Cái nhà nó cất đi rồi
Rườn hàng Vẹn co mạy,Cửa hàng chặt vòng quanh thân cây
Rung đây Vẹn tàng mà,"Sáng hẳn đi vòng, đi tránh đường về"
Kỉ pưa Vẹn pết khẩu coóc nâng,Có khi vây đàn vịt vào một góc
Rườn tầư Vẹn cáy khẩu lậu,Nhà nào dồn gà vào chuồng
Lăm Vẹn Vằn lẩu,diều hâu lượn ngày cưới
Cặm Vẻng fiệc sle̱ cần dú rườn,"Buổi tối, đêm bỏ việc cho người ở nhà"
Mường nưa vẻng tả rườn sle̱ me̱ lục,Vùng trên bỏ mặc nhà cửa cho vợ con
Vét xu Khay tu,ngoáy tai mở cửa
Tàng cặp Vét nựa chang fò,Đường hẹp khều thịt trong vò
Vi coóc vài búng,cái lược sừng trâu nơi
Vi phjôm Vằn Sleng,chải tóc ngày sinh
Vi cuổi Thoi,"nải chuối bãi, soi"
Viến bôn Hang bươn,nguyền rủa trời cuối tháng
Chại Mầư hết pện hâu Viến lai ló,Chiều tà mày làm thế người ta trách lắm đấy
Viến minh Viến khoăn Chông,than thân trách phận đỉnh đèo
Noọc tông Viến nả,Ngoài đồng quay mặt
ăn hâư vai le̱ Vít pây hoỏng rườn,cái nào hỏng thì bỏ đi gian nhà
Hua quay vỉu vỉu Xạ,đau đầu cảm thấy quay cuồng xã
Buốc hò hâư hết Vuồng táy,Đầm lầy thằng nào làm đầu têu
Tàng luông Vuột pi noo̱ng,Đường cái gọi bà con
Tàng lêch vụp đăm lồng tẩư nặm,Đường sắt ngụp lặn xuống nước
Khảm cấu Chài dú nớ! -ừ,Qua cầu anh ở lại nhé!
Pài ứ noo̱ng nòn,"Chiều, buổi chiều ru em ngủ"
ương fe̱ phjắc Đo xày,ươm hạt giống rau đông đủ
phuối bấu oóc cằm ựt ạt Dìn,ấm ứ nói không ra lời hôm kia
Xa pi noo̱ng Lạc tàng,tìm anh em nhầm đường
Hết Xá Ti Lạ,làm sai nơi lạ
Chăn cạ bấu Xá Hát ta,thật không sai ghềnh sông
Lông tàng Xá đuổi pi noo̱ng,Lạc đường lỗi với bà con
Lái phuối Xá cần ké,Thác nói xúc phạm
Xá phôn Bó bủn,cơn mưa nguồn nước phun
Boỏng tàng Xá lồm,Đoạn đường cơn gió
Ti năng Mẻn me̱ đá Xá phôn,Địa vị bị mẹ mắng như mưa
Xá cáy tu ảng,đàn gà cổng chào
Xá vài Rung,đàn trâu quang
Bấu Xải sló le̱ vai Bươn pả,không may thi hỏng hơn một tháng
Pi Hết Xảm,Năm làm việc khỏe
"Ngám khuốp Sloong tua vài, tua đăm Xảm hơn tua khao","Một năm tuổi hai con trâu, con đen khỏe hơn con trắng"
Inh Xang mỏ khẩu,Ưng thuận đặt nồi cơm hơ lửa
Tò Xang ton tàng,đùa cợt nhau nửa đường
mèo pắt đảy nu nhằng Xang Nặm noo̱ng,mèo bắt được chuột còn vờn nước lũ
Năng Xảng kha tàng,ngồi bên cạnh con đường
Rườn Xảng tàng Đía xưa,nhà gần đường thuở xưa
slíp cần đa rang bấu tó cần Xảng khoang Nồng,mười người ủng hộ không chọi nổi một người phá ngang Trung Quốc
Xáng xình bấu chập te̱ Mường,chẳng may không gặp nó vùng
Nả Dầư xao,Phía trước tơ nhện
Tẩu cai Ná Xảo cúa cần ké,"Gầm nhà, sân đừng nghịch của người lớn"
Tường Sloong tua Xảo căn,Trường hai đứa nghịch nhau
Xảo thúa Chông mạ,xào đỗ nóc nhà
Thỏ Thư̱ nà Xáo,Địa phương cày dối
Nả táng Vài Xát co mác mị,Phía trước nhà trâu cọ vào cây mít
Xát mác phết khảu pác Khuốp vằn,bôi ớt vào mồm trọn một ngày
Pài rườn Xáu cáng mạy,Mái nhà rung cành cây
Xáu mjạc mạ pi cón,xóc nhạc ngựa năm trước
Bươn pjoong Xáu xoỏng hoi,Tháng rưỡi xóc thạ ốc
Xáu bâư slửa pi cón,rũ chiếc áo năm trước
chin Xáu căn Rung đây,ăn với nhau sáng rõ
Lân Xáu pằng dạu Khửn rườn,kể với bạn lên nhà
Mà Xày Cừn nẩy,đến đủ Đêm nay
"Xày hêt, Xày chin Nặm noo̱ng",cùng làm cùng ăn nước lũ
Slam cần Xày híu Chông mạ,ba người đều giỏi nóc nhà
"Nặm noo̱ng, mí Xay khảm ta Khửn rườn",nước lũ không nên qua sông lên nhà
Vằn lừ Chin nặm cắt men Xắc ấc,Ngày kia uống nước lạnh bị nấc
Ngọac teo càm Xặc,Quay lại đi cà nhắc
"Chang ngườm mì ngù, Xặc lai te̱ bấu khốp Bươn chiêng","trong hang có rắn, may mà nó không cắn tháng giêng"
Pết chin Xăm Căm pjục,vịt ăn bèo tấm tối mai
Noọc tông Cần oóc háng bặng Xăm lồng lái,Ngoài đồng người đi chợ đông như bèo tấm chảy xuống cống
mỏ khẩu Xăm mằn Vằn Lừ,nồi cơm độn khoai ngày kia
Phuối Xăm tiểng tày tẩư Pan loa,nói pha tiếng vùng dưới tha phương
Tập éo lâư nà Xăm chạp lai thình khẩu,Đường ngoặt thửa ruộng bị lẫn lộn nhiều giống luá
Cừn nẩy Pi noo̱ng Xăn xích,Đêm nay anh em thân thích
me̱ nhình Xẳn lục Kha khuổi,đàn bà mắn đẻ Nhánh sông
Chạu sloai Xắn cạ pây le̱ chích pây,Sớm trưa hễ đã bảo đi là quyết đi
Dặng Xắp hàng Căm ngòa,đứng xếp hàng tối hôm qua
Tón ngài Xăp kết slửa,Bữa trưa cài cúc áo
Rườn rua Xăp pha bút,Nhà dột đậy nắp bút
Phưa năng nựa Xắp,Tết da nhăn
Cạm Xân cái lền sle̱ lương,Cửa ngõ nới sợi dây cho lỏng
Xân chược lam xá,xiết chược lam gác bếp
Bưởng xảng Xẩn noo̱ng lộm,Bên cạnh du em ngã
Pài Pác pi giú chang t’ởi gần rà,"Buổi chiều Trăm năm trong cõi người ta,"
Tài wạ mỉnh khẻo là xung khắc Rườn Mắn,Chữ tài chữ mệnh khéo là ghét nhau nhà vững chắc
Trải quá vày dản hát piến wằng ăn pày,"Trải qua một cuộc bể dâu, thường khi"
Lạ răng nẩy vận vải t’ỉ chang Pan loa,Lạ gì bỉ sắc tư phong tha phương
Tơi pựa Nả ngàu đén vảc xéc hom xưa,Thuở xưa Cảo thơm lần giở trước đèn
Truyện phong tình truyền sle chang sử Cọn lốc,Phong tình cổ lục còn truyền sử xanh guồng nước
Pi Gia Tĩnh vửa đú triều Minh coong,Rằng năm Gia Tĩnh triều Minh sân
Slì Mì rườn viên ngoại nứng họ Vương,Lúc Có nhà viên ngoại họ Vương
Pò dài Lủc dài nưng t’ảp bá tốc thang,"Cồn cát Một trai con thứ rốt lòng,"
Vằn mụn Cốc nhinh kẻm đáo viỏi sloong gần,Hôm kìa Đầu lòng hai ả tố nga
Tháng đuây Mỗi gần mỗi đây slướng slíp phăn,"Bậc thang Mỗi người một vẻ, mười phân vẹn mười"
"Bặng cốt cách tinh thần mai, tuyết oóc","Mai cốt cách, tuyết tinh thần sang tháng"
"Nả mần bặng nàng hai slíp hả,khôn dàu viòi t’ồng gạ bút tô Nâư ngòa","Khuôn trăng đầy đặn, nét ngài nở nang sáng hôm qua"
"Pù khau Hênh bặng ngọc, nhúm khua bặng bióoc",Ngọn núi Hoa cười ngọc thốt đoan trang
Thúy Kiều gẳng sặt là đây quả Tàng nặm,"Kiều càng sắc sảo, mặn mà đường thủy"
Slì Au tài sắc pỉ wạ nhằng hơn,"Mùa So bề tài, sắc, lại là phần hơn"
"Mác tha mủng t’ồng voòng thu thủy, khôn dàu khiêu xinh pỉ xuân sơn pài","Làn thu thủy, nét xuân sơn chiều, buổi chiều"
"Mự Liễu ghèn khiêu, bióoc dằng slua đáo","Buổi Hoa ghen thua thắm, liễu hờn kém xanh"
Vày sloong vày dại táo nước thành pi mấu,"Một, hai nghiêng nước nghiêng thành năm mới"
Cọn lốc Sắc kin nhất tài đành mì nhỉ,"Guồng nước Sắc đành đòi một, tài đành họa hai"
Mốc thông thỏ tự ý bân păn rườn roang,Thông minh vốn sẵn tư trời nhà trống
"Giỏi thơ vẹ, thạo t’ằng sli lượn hé rườn","Pha nghề thi họa, đủ mùi ca ngâm chái nhà"
Tính cửa làu mọi dưởng ngũ âm ám đin,Cung thương làu bậc ngũ âm miếng đất
Tán kin đứt hồ cầm chương nứng đông Roang,Nghề riêng ăn đứt Hồ cầm một trương rừng thưa
Khúc rườn táng lựa tính vền xoang Ngòa,Khúc nhà tay lựa nên chương qua
Căm mụn Thiên “bạc mệnh” t’ẻo càng sầu não,"Tối hôm kìa Một thiên bạc mệnh, lại càng não nhân"
Thân lủc slao kẻm đáo rườn sang Chang nầu,Phong lưu rất mực hồng quần giữa buổi sáng
Giú chang sluổm mản lậu chung queng Nghé rườn,Êm đềm trướng rủ màn che cái nhà
Mùa mồm Tường đông mặc vị mèng pây t’ẻo,Mùa nóng Tường đông ong bướm đi về mặc ai
Lương Wằn xuân ẻn goạng kẻo khoáy khoang,Ngày kìa Ngày xuân con én đưa thoi
"Hang bươn Thiều quang cẩu, này đang khảm xốc",Cuối tháng Thiều quang chín chục đã ngoài sáu mươi
Nhả ón khiêu tẳm cốc vạ khiêu Căm Lừ,"Cỏ non xanh tận chân trời, tối ngày kia"
Cáng lì mai bjoóc khao kỉ nậu Cừn,Cành lê trắng điểm một vài bông hoa đêm
Sloóc lừa Tiết thanh minh đúng khảu bươn slam,Bến đò Thanh minh trong tiết tháng ba
"Lễ sại mạ, hội gàm t’ềnh nhả Rung","Lễ là tảo mộ, hội là đạp Thanh quang"
Xẩu quây nhộn tha nả yến anh Mì bát,Gần xa nô nức yến anh có khi
Chua tàng Vỉ noọng sắm bộ hành oóc liểu,Đoạn đường Chị em sắm sửa bộ hành chơi xuân
Slao đây báo mjảc kẻo rân ra slíp pi,"Dập dìu tài tử, giai nhân mười năm"
"Mạ xe, gần nhộn na rì roản Ruôm","Ngựa xe như nước áo quần như nêm chung, chung chạ"
Pi cón Cuổn cúc kẻo bấu khát khửn pù,Năm trước Ngổn ngang gò đống kéo lên
Khuổi Hoằn hương vảng tỏa mù khóp khéo,Khe núi Thoi vàng vó rắc tro tiền giấy bay
Rườn rua Tha wằn dại khảm kéo mừa Tây,Nhà dột Tà tà bóng ngả về tây
Mà pjót Vỉ noọng dùa căn quay mừa đuổi,Về đến nơi Chị em thơ thẩn dan tay ra về
Ngoạc Gàm rèo liểp gằn khuổi eng eng,"Ngoảnh, quay lại Bước dần theo ngọn tiểu khê"
Dồm phong cảnh hữu tình lai nọi tu ảng,Lần xem phong cảnh có bề thanh thanh cổng chào
Lầy nặm luây đỏi đỏi uổn queng Chủn tàng,Nao nao dòng nước uốn quanh cùng đường
Thoi dài Thang hát mì cấu eng cái khảm,Bãi cát Dịp cầu nho nhỏ cuối ghềnh bắc ngang
Vò tôm nhả lương phiám xảng t’àng ăn vằn,Sè sè nấm đất bên đàng hằng ngày
Cạm Vần vò mạ tả hoang bấu xá,Cửa ngõ Dàu dàu ngọn cỏ nửa vàng nửa xanh
Khuổi Kiều hăn mốc slẩy bá liện xam:,Khe núi Rằng: Sao trong tiết thanh minh
Tiết thanh minh bươn slam t’ai nhám Đông quẹng,Mà đây hương khói vắng tanh thế mà? rừng vắng
Mừa rườn Răng nẩy goẹng hương vảng vện nò?,Về nhà Vương Quan mới dẫn gần xa:
Vương Quan dẳng nhò gò kể lể: Slì,Đạm Tiên nàng ấy xưa là ca nhi lúc
Nàng Đạm Tiên vửa đía ca nhi Tàng tẳng,Nổi danh tài sắc một thì đường dọc
Ti Mì tài sắc muổt slì t’ồn tiểng,"Nơi, chỗ, chốn Xôn xao ngoài cửa hiếm gì yến anh"
Lang Kiếp hồng nhan đây slao mỉnh tẩn,Chuồng Nửa chừng xuân thoắt gãy cành thiên hương
Rườn tô Đảy vioỏng xuân đạ cấn viảc pây,Nhà trọ Có người khách ở viễn phương
Mì gần khéc phương quây nhìn tiểng Bảt,Xa nghe cũng nức tiếng nàng tìm chơi lúc
Nả rườn Chắc tin liện bả biếng mà xa,Phía trước nhà Thuyền tình vừa ghé tới nơi
Lừa tình ngám vừa mà thâng chốn Tàng lêch,Thì đà trâm gẫy bình rơi bao giờ đường sắt
Kỉ pưa Mỉnh ca nhi đạ thuổn bấu hăn!,Có khi Buồng không lạnh ngắt như tờ
Sluổm nàng goejng lầng lầng piấu khoáng Đăm mọm,Dấu xe ngựa đã rêu lờ mờ xanh tối mịt
Ròi xe mạ búng báng t’ầu gầy pi hợi,Khóc than khôn xiết sự tình năm Hợi
Hảy thán thở xẩu quây khôn xiết Rườn Slẳm,Khéo vô duyên ấy là mình với ta nhà bẩn
Rung đây Khẻo vô duyên nảo niểt wạ hây!,Sáng rõ Đã không duyên trước chăng mà
Bươn nhi Duyên đú đạ bấu may là giá,Tháng hai Thì chi chút ước gọi là duyên sau
Đông pá Liện sắm sửa lễ tang đo lẹ,Rừng già Vùi nông một nấm mặc dầu cỏ hoa
