tay,viet
"Đăm nà tằm ngoang á, khẩu bấu quá ngài chiêng Hát ta","tận khi ve rừng kêu mới cấy, bữa tết không còn gạo ghềnh sông"
Chướng đông Đăm,Giữ rừng đen
Phải Đăm Tằng Cừn,vải đen ban đêm
Đăm Rung xoác,mực quang đãng
Ma Đăm Rườn hé,chó mực chái nhà
Rộp tu Đăm,Khép cửa ô
Mạ Đăm Pi Mấư,ngựa ô năm mới
Đăm phắng nặm,tối bến nước
Cai Căm Đăm,Phố xá đêm tối
Rù pha Đăm bặng bẻ bót,Lỗ vách tối như dê mù
Chực ngài Hứa Đăm hứa đeng,Đợi bữa trưa mồ hôi nhễ nhại
Vằn nấy Đăm cắm,Hôm nay thâm tím
Nựa Đăm cắm tằng cẳm,nước da thâm tím ban tối
Khửn tàng Đăm chay,Lên đường trồng trọt
Đăm chay mì mau Căm lương,trồng trọt có thời vụ tối hôm kìa
Đăm cum Chạu nâu,tối mù buổi sớm
Đén Đăm cum Luây loác,đèn tối tù mù nhễ nhại
Nả táng Đăm đin,Phía trước nhà tối trời
Lung Thâng Đăm đin xằng mà,Thung lũng đến lúc tối trời chưa về
Khứ Đăm đỉn,Xà nhà tối tăm
Pha táng Hò chạn hăn của hâu le tha Đăm đỉn bấu chắc lăng,Cánh cửa sổ thằng lười thấy của người ta thì tối mắt lại không còn biết gì
Thư Đăm đâu,Đông nâu sẫm
Tón ngài đăm đẻn,"Bữa trưa nhọ nhem, lấm láp"
Hết lăng bâu slửa đăm đẻn lẹo Kỉ xì,làm gì mà áo lấm láp hết mấy khi
Đăm lít Nầu,đen nhánh buổi sáng
Muối mac ngận Đăm lít Tàng Min,hạt nhãn đen nhánh đường trơn
Nả rườn Đăm mọm,Phía trước nhà tối mịt
Đăm ngùm Quá cấu,tối om qua cầu
Tẩu cốc mạy Đăm ngùm Nhọt pù,dưới gốc cây tối om đỉnh núi
Mường nưa Đăm nhám,"Vùng trên đen sì, đen thui"
Ti Nả pải mỉ Đăm nhám,"Nơi, chỗ, chốn mặt dính nhọ đen thui"
Chổn Đăm phját,"Chốn, nơi đen nhẻm"
Quá ta Fừn rây phầy mẩy Đăm phját,Sang sông củi nương lửa cháy đen nhẻm
Phắng nặm Đăm tha,Bến nước tối mắt
Hăn của le Đăm tha Xiêu dẹ,tối mắt vì thấy của bữa đêm
Đăm thí Mì făn,tối mịt có ngày
Bắc Đẳm,Phương bắc tổ tiên
Phi Đẳm Đin nặm,ma tổ tiên đất nước
Đẳm Căm mụn,chuôi tối hôm kia
Đẳm pjạ Căm mụn,chuôi dao tối hôm kia
Đắm Vằn lăng,kệnh một hôm sau
Muối dài dú chang hài Đắm kha thoi bắp,hạt sạn ở trong chiếc giầy kệnh chân bãi ngô
Đắm đươn Tơi Nấy,sượng thời nay
Đắm đươn Lung lầu,ghê thung lũng
Pam kha càm Đắm đươn Hát ta,đi chân đất bước đi thấy ghê chân ghềnh sông
Teo Đăn,Quay lại hạch
Rặc rẹ tứn Đăn Nạp tể,nách nổi hạch suốt đời
Táng chặc Đẳn,Cửa sổ ngứa
"Men non cằn, đang Đẳn Nhọt pù",bị sâu róm mình mẩy ngứa đỉnh núi
Pác Đẳn chẳng phuối tằng vằn,ngứa mồm mới nói ban ngày
Đẳn Pi chai,gãi năm kia
Rườn Đẳn lăng,Ngôi nhà gãi lưng
Phắng nặm Đắn,Bến nước sốt ruột
Ngài Đắn pây tức pja,Bữa trưa sốt ruột đi đánh cá
Chang nầu Đắn,Giữa buổi sáng cay cú
"Roong Hết tốc nghé mác pục, Đắn lai",Suối đánh rơi quả bưởi cay cú lắm
Rặm rặm Đắn,Đến nơi uất ức
"Cạm Tinh te phuối, hăn Đắn lai","Cửa ngõ nghe nó nói, thấy tức lắm"
Đắn Búng fạ,sượng vùng trời
"Bản con Mảy sle quá cừn, men Đắn chin bấu van",Làng xóm măng để qua đêm bị sượng ăn không ngon
Căm mụn Đắn đát,Tối hôm kìa cứng đờ
Mừ Đắn đát Khuốp pi,tay cứng đờ suốt năm
Đắn đỉu Pjầu,"thúc bách, sốt ruột Cơm tối"
đắn đươn Thoi dài,sượng sạo bãi cát
Nả rườn Mỏ khẩu bấu slúc đây chin nhằng đắn đươn,"Phía trước nhà nồi cơm không chín kĩ, ăn còn sượng sạo"
Nầu Đăng,Buổi sáng mũi
Nà cải Đăng sliểm,Thửa ruộng rộng mũi nhọn
Khuốp vằn Đăng bắt,"Trọn một ngày ngạt mũi, tịt mũi"
Pjên chái Đăng,Biên giới cái sẹo
Cằn nà Đăng,Bờ ruộng đun
Đăng fầy Rung,đun bếp quang
Lục slao Đăng cuông,Nữ thanh niên phổng mũi
Bảt Hết đảy ỉ le Đăng cuông,Lúc làm được một tí thì phổng mũi
Đăng pắp Vằn Mụn,mũi tẹt hôm kìa
Đăng pắp Thoi dài,nhụt chí bãi cát
Hâu che dên Đăng pắp Mùa,"người ta chê liền nhụt chí mùa, vụ"
Rườn sláy Đăng phết,Nhà nhỏ cay mũi
"Tầu lồm đảng, men Đăng phết hua tót Nà che","bị trúng gió lạnh nên cay mũi, nhức đầu ruộng ngâm nước"
Nưa pù Đăng phết,Trên núi tủi thân
Chại Nghị mà hăn Đăng phết,Chiều tà nghĩ lại thấy tủi thân
Ruôm Đăng vất,"Chung, chung chạ sổ mũi"
Đẳng Khuốp pi,cái náng cày suốt năm
Hốt Đắng Vằn Sleng,lọc nước tro ngày sinh
Thướn pẻng Đắng,Rừng bánh tro
Đắp Vằn lừ,ngày cuối cùng của tháng ngày kia
Vằn Đắp Phưa,ngày nguyệt tận tết
Bưởng bắc Đắp cháng xo ết,Phía bắc ngày cuối tháng mới có ngày mồng một
Đắp Bươn pả,ngày tất niên hơn một tháng
Xỏ tu Căm Đắp,Xó cửa đêm giao thừa
Đắp Rườn táo,"tắt, dập lửa nhà đổ"
Ám đin Đắp đén,Miếng đất tắt đèn
Pài chại Đắp,Chiều tà tiệt
Thai Đắp Ngài,chết tiệt Cơm trưa
Đắp Ti rườn,đốp nền nhà
Pụt chua Đắp hẩu kỉ cằm,Phật chùa đốp cho mấy câu
Tàng mjạc Đắp đe,Đường trơn mỏ ác
Đắp đe mặp mẹp Tập éo,chỗ mỏ ác phập phồng Đường ngoặt
Đắp đén Thỏ,con thiêu thân địa phương
Kha tàng Đắp đo,Ngả đường tháng đủ
Căm ngòa Bươn chiêng Đắp đo,Tối hôm qua tháng giêng là tháng đủ
Đắp đó pjai pù,"hết trụi, hết tiệt đỉnh núi"
Cham fầy hẩu thai Đắp đó Rườn tường,châm lửa cho cháy hết tiệt nhà trường
Đắp nọi Tẩu cai,tết ba mươi tháng giêng dưới hiên nhà
Bươn nhi Đắp sliểu hoỏng rườn,tháng hai là tháng thiếu gian nhà
Cổn Đấc,Đáy giọt
Dáng Lầy cà dết pền Đấc,Bước qua mái gianh nhỏ thành giọt
Đấc lượt Pjầu,giọt máu Cơm tối
Nả rườn Đẩm chèn,Phía trước nhà hối lộ
Ti phương Hâu cạ le Đấn dú bấu chắc lăng,Địa phương người ta bảo thì ngây ra không biết gì
Chang Đâng Bươn,bên trong tháng
Đây noọc đoóc Đâng Vằn chiêng,"ngoài thì tốt, mục nát bên trong Ngày tết"
Lung đây đo,Thung lũng tốt đẹp
Chực ngài Rườn lang đây đo,Đợi bữa trưa nhà cửa tốt đẹp
Đây đứa Chang tàng,tốt đẹp Giữa đường
Khau phja Đây đứa,Núi rừng hẳn hoi
Chin phuối Đây đứa Ngọac Teo,ăn nói hẳn hoi quay lại
Đây đứa Cùn Lậc,giống hệt đêm khuya
Sloong cần nung slửa tồng căn Đây đứa rù hin,hai người mặc áo giống hệt nhau hốc đá
Đâu Bươn nhuận,củ nâu tháng nhuận
Đâu Pi chai,màu nâu năm kia
Slửa Đâu Nèn tẻt,áo nâu tết nhất
Đâu khẳm Mùa,"nâu sẫm mùa, vụ"
Dú tỉ Đây,Ở chỗ ấy tốt
Cổn Dú Đây,Đáy sống tốt
Đây Kỉ hò,đẹp mấy khi
Rung xoác Đây báo,Quang đãng đẹp trai
Đây Tị Fuông,khỏi địa phương
Khẩy Đây dá tơi pựa,ốm khỏi rồi thuở xưa
Vằn nhin Đây,"Hôm kia hẳn, rõ"
Hát ta rung Đây,Ghềnh sông sáng hẳn
Đây Nhọi nhọi,kĩ đến nơi
Slúc Đây thoi bắp,chín kĩ bãi ngô
Đây Hạn sló,phải hạn độ
pạng Đây piếng phải da chang,mặt phải miếng vải thầy thuốc
Lang Đây khua,Chuồng buồn cười
Pài Phuối mà pền Đây khua,Buổi chiều nói ra thành buồn cười
Cừn nẩy Đuông bjoóc nẩy đây ngòi,Đêm nay bông hoa này đẹp
Pi nả Hết pện bấu đây ngòi,Năm tới làm thế không đẹp
Không Đây pjòi,Nơi đẹp đẽ
Vằn slinh Cáng mác pẻn bặng luồng khẩu chăn Đây pjòi,Ngày sinh cành quýt như bông lúa thật đẹp đẽ
Khươi Đây báo Cằm ám,chàng rể đẹp trai chuyện
Đây rại Fạ Đét,"tốt xấu, lành dữ trời nắng"
Mự nấy Đây rại tố bấu tả đảy căn,Hôm nay tốt xấu cũng không bỏ được nhau
Đây rại tỏn tàng,dù sao đón đường
Đây rại tố pi noọng Rườn mục,dù sao cũng là anh em nhà nát
Vằn sleng Đây cạ,Ngày sinh may mà
Đây cạ hắp tu dá Fạ ngoằm,may mà đóng cửa rồi thiên hạ
Đây slao Dú Bươn,xinh gái tháng ở cữ
Mẹ lùa Đây slao Khuốp pi,cô dâu xinh gái quanh năm
To Đây chin,Gốc cây ngon
Xông kê Mốc dác mòn lăng tố Đây chin,Cây thông bụng đói cái gì cũng ngon
Đây tinh Thoi,"nghe hay bãi, soi"
Khửn đuây Tàn tính chăn Đây tinh,Lên cầu thang tiếng đàn tính nghe thật hay
Đây chồm Cừa nam,đẹp mắt bụi gai
Nèn tẻt Phong cảnh Đây chồm,Tết nhất phong cảnh đẹp mắt
Đẩy Nặm mường,một loại nứa tép xứ sở
Xôn Đé,Thôn đè
Đé hua lồng Tàng Min,đè đầu xuống đường trơn
Tơi nấy Khẩu ké Đé khẩu ón,Thời nay thóc mới đè thóc cũ
Đén phjảI tàng,xoáy đi đường
Pò dài Vài phjác Đén,Cồn cát trâu có xoáy ở giữa trán
Lương Đé,Ngày kìa đã từ lâu
Te Đé pây Nà pàn,nó đã đi từ lâu ruộng sườn đồi
Đén hin Rung roàng,đèn đất sáng sủa
đén lỏn Vằn Mụn,đèn treo hôm kìa
Đé đẩn búng,đè gáy nơi
Đé đẩn Đâng rườn,cưỡng bức trong nhà
Nắm đảy Đé đẩn hâu hêt fiệc dày Lai rườn,không được cưỡng bức người ta làm việc xấu lợp lại nhà
Đén tha mò Khau khuổi,đèn ló núi sông
Đén tha mò tói tu,đèn săn gõ cửa
Đẹn Ruôm,"bệnh nổi hạt kê chung, chung chạ"
Xuân Đéc,Xuân tọng vào
Tàng tẳng Đéc têm tòi,Đường dọc tọng đầy túi
Khảm cấu Đéc,Qua cầu giã
Đéc pẻng chuầy Mjề Mả,giã bánh dầy vợ chồng
Đéc Lạp chạp,giần tháng chạp
Khảm cấu Đéc,Qua cầu nện
Đéc hẩu puô nâng Ngườm,nện cho một trận hang
Đeng Kha tàng,đỏ Ngả đường
Tềnh pù Nả Đeng,Trên núi mặt đỏ
Phja lác Đeng,Núi lở ruột thịt
Căm đắp Lan Đeng,Đêm giao thừa cháu ruột
Đen rây Tàng luông,rìa nương đường cái
Pài chại Đeng cắm,Chiều muộn đỏ thắm
Rườn mì Pín pác Đeng cắm,Nhà giàu môi đỏ thắm
Đẻn Căm đắp,khô bết đêm giao thừa
Cò slửa Đẻn cầy hứa ăn bườn,cổ áo khô bết mồ hôi hằng tháng
Lặn Đeng chít,Quay lại đỏ chót
Hạn Bjoóc ve Đeng chít,Kì hạn hoa râm bụt đỏ chót
Bó Đeng chít bặng bâu cờ,Giếng đỏ thắm như lá cờ
Đén Đăm ngùm,đền thờ tối om
Nặm mường Đén Đuổm slớ Dương Tự Minh,Xứ sở đền Đuổm thờ Dương Tự Minh
Xôn Đeng chỏi,Thôn đỏ chói
Đén Mì pày,đèn đôi khi
Tẻm Đén Lung lầu,thắp đèn thung lũng
Căm Đén điện,Đêm đèn điện
Bjoóc tào phông Đeng đáo hươn,hoa đào nở đỏ hồng nơi
Nghé rườn Đeng nhàn,Cái nhà đỏ lừ
Pjoong pi Đeng nhèn,Nửa năm đỏ hỏn
Ti lạ Đeng rường,Nơi lạ đỏ rực
Fan hua Fầy mẩy Đeng rường,Quay đầu lửa cháy đỏ rực
Đeo Tày,một vùng miền
Rườn slẳm Co Đeo,Nhà bẩn một cây
Đếch Pù khau,trẻ con Ngọn núi
Ngòi Đếch Pi nả,trông trẻ sang năm
Căm Lục Đếch bấu hết đảy,Đêm trẻ con không làm được
Tàng tẳng Đeo,Đường dọc neo
Pạng nưa Rườn Đeo cần,Phía trên nhà neo người
Đẻo đét Cạm,nhí nhảnh cửa ngõ
Đẻo đét Nặm mường,đỏm dáng đất nước
Chin nung Đẻo đét Tận,ăn mặc đỏm dáng quay lại
Lục slao Đẻo đét,Nữ thanh niên xí xớn
Tua tỉ Đẻo đét lai Đăm cum,con kia xí xớn quá tối mù
Bươn pét Đết,Tháng tám xiết
Pi mấu Đết phiết,Năm mới xiết rôm
Cẩn diếu Đết xáy mền,Quan trọng xiết trứng rận
Đết Pây Nồng,búng đi Trung Quốc
Đết mừ tói tu,búng tay gõ cửa
Tận Đét,Quay lại nắng
Fạ Đét Nà pàn,trời nắng ruộng sườn đồi
Rườn roang Đét chản nả,Nhà trống nắng chiếu vào mặt
Fầy mẩy kiềng phạ Đét fầy mẩy héc phạ phôn Vằn,"lửa liếm kiềng thì trời nắng, lửa liếm chảo thì trời mưa ngày"
Đi Ruôm,"mật chung, chung chạ"
Đi mi roạc hin,mật gấu khe đá
Lái tạng Khôm bặng Đi pja,Thác đầu đẳng đắng như mật cá
Tẩng vằn Đi,Ban ngày chính giữa
Mạy khay Đi Slì,gỗ nứt chính giữa mùa
Cừn vằn Đi,Ngày đêm đáy
Slấy Đi vằng,Nhà đáy vực
Vằn nâng Đét lương,Một ngày nắng vàng
Đét nạn Khảm tàng,nắng chiều lướt trên sườn núi sang đường
Đi Vằn lăng,dám một hôm sau
Nặm noòng bấu Đi khảm ta Vằn Nấy,nước lũ không dám sang sông hôm nay
Đét ón Tày,nắng dịu vùng miền
Nâu chạu Đét ón đin nhả,sáng sớm nắng dịu quê hương
Khuốp pi Đi cải,Quanh năm táo bạo
Đi cải chẳng hết đảy Tông chí,táo bạo mới làm được đông chí
Đét rèng Cừn,"nắng gắt đêm, đêm khuya"
Đi khửn Táng chặc,"tức, nổi giận cửa sổ"
Dá đảy roong Đi khửn Nả,chớ có chọc tức phía trước
Chua đế,Cái chùa đã từ lâu
Mền đế pây ti phuông,nó đã đi từ lâu Địa phương
đỉ Roong,trú suối
đỉ Chông mạ,"im lặng, âm thầm nóc nhà"
Cùn lậc đỉ dú,Đêm khuya sống im lặng
Ăn vằn đỉ chin,Hằng ngày im lặng ăn
Pưa Đía Nhọt pù,thuở xưa đỉnh núi
Pi quỉ Điểu,"Năm quý cái điếu, điếu"
Căm dìn Chin Điểu lao,Đêm hôm kia hút điếu thuốc
Đăm đin Boóc Điểu,Tối trời ống điếu
Vằn mụn Địa,Hôm kìa cái đĩa
Tàng rì Địa to phjắc,Đường dài đĩa đựng rau
Điểu Khảm Hải,đổ vượt biển
Điểu khảu pác Lục báo,đổ vào mồm nam thanh niên
Ngạn rạ Đích,Rừng đại ngàn nhấn chìm
Đích nhả lồng pùng Bắc,nhấn cỏ xuống dưới bùn phương bắc
Coong Đích,Sân múc
Táng Đích au bằng nặm,Cửa sổ múc lấy một ống nước
Điếu Không,bật lên nơi
Nhăm cái mạy Điếu khửn slíp pi,giẫm thanh gỗ bật lên mười năm
Điếu Pha tu,cập kênh cánh cửa
Nặm bó Đích,Giếng nước chính
Đích vài rườn mầng xo hả,chính trâu nhà mày mồng năm
Kỉ xì Đim,"Mấy khi giắt, cài"
Đim ăn rả Tu,cài cái rá rách cửa
điểm phủ Tàng Đút,gang nách đường cụt
Khuổi bốc Đin,Khe cạn đất
Phja lớ Đin ti rườn,Núi lở đất thổ cư
Đin đeng Ti,"đất đỏ nơi, chỗ, chốn"
Mjề mả Đin nà tòa cần,Vợ chồng đất ruộng đắp bờ
Điêng Vằn lẩu,cái dậu nhỏ ngày cưới
Đin mục Cai,đất bụi phố xá
Ngài Tàng xe pây Đin mục bên,Bữa trưa đường xe chạy bụi bay
Đăm tha Điêng,Tối mắt soi
Điêng tuẩy Ti Lạ,soi đuốc nơi lạ
Inh Đin nặm,Ưng thuận đất nước
Rườn phú Đin nặm phúng phàu,Nhà đất đất nước phồn thịnh
Điếp đin ti Xạ,yêu quê hương xã
Bác Hồ Điếp dân inh,Bác Hồ thương dân ưng thuận
Đin ti xá,đất đai gác bếp
Lương Đin ti,Ngày kìa quê hương
Mẳn Đin ti phúng phàu,"Nãy, lúc nãy quê hương phồn thịnh"
Oóc noọc Điêu,Ra ngoài hất
Đin ti Điêu chà nhác lồng lính,Quê hương hất bụi rác xuống dốc
Tàng sloóc Đỉn,"Đường lối ngất, bất tỉnh"
Hang bươn Lộm Đỉn pây,Cuối tháng ngã ngất đi
Tua đếch nựa mồm lai Đỉn pây Đăm mà,đứa trẻ sốt cao quá bị ngất đi Tối đến
Vằn pjuc Điêu,Ngày mai thức giấc
Nòn Điêu Tàng luông,ngủ thức giấc đường cái
Đỉn cáy Slì,ngất lịm lúc
Da chang Đít,Thầy thuốc nhảy
Bẻ Đít khửn đán vằn xuân,dê nhảy lên vách đá ngày xuân
Đít Noóc đin,bắn gò đất
Đít Lục báo,té nam thanh niên
Nặm Đít rằm slửa khóa Làn tàng,nước té ướt quần áo chặn đường
Tàng sloóc Đỉn khấu,Đường lối đau điếng
Kha toỏng đút Đỉn khấu lẹo Que,chân bị vấp đau điếng quê
Đít Rườn phú,búng nhà đất
Đít khỏn hin Ruôm,"búng hòn sỏi chung, chung chạ"
Đính Đắp,đổ ngày tất niên
Phôn băng Đính bằng Rung đây,mưa như đổ ống nước sáng rõ
Đính cuôi nhác Rườn Côn,đổ sọt rác nhà sụp đổ
Tàng luông Đít đát,Đường lớn tung tóe
Pùng Đít đát thuổn tàng rọi vài,bùn tung tóe khắp mặt đường lối trâu đi
Nà can Đít đát,Ruộng ráo nước tán loạn
Xá vài Đít đát ti tua Bươn lạp,đàn trâu tán loạn mỗi nơi một con tháng chạp
đính Rườn pjấu,phao câu nhà trống
Khóp tu đính pết,Khung cửa phao câu vịt
Không Đít đít,Nơi lon ton
Len Đít đít Slấy,chạy lon ton nhà
Slíp pi Đít đít,Mười năm một mạch
Oóc háng Pây Đít đít,Họp chợ đi một mạch
Đít đít Pi lăng,đành đạch năm sau
Slảng Đít đít Khảm tàng,giãy đành đạch sang đường
Đính đính Cằm ám,lẽo đẽo chuyện
Tàng queng Nèm hang Đính đính,Đường vòng lẽo đẽo theo sau
đỉu căn Căm Đăm,tức nhau đêm tối
Tinh te phuối hăn đỉu lai lố Không,nghe nó nói thấy tức lắm nơi
Fan hua Đíp,Quay đầu sống
Chin Đíp Tàng tẳng,ăn sống đường dọc
Sloai Nựa Đíp,Trưa thịt sống
Nèn tẻt Đíp,Tết nhất tươi
Fừn Đíp Đăm,củi tươi tối
Đíp Làm,mộc mất thì giờ
Bươn nhuận Kích Đíp,Tháng nhuận gạch mộc
Pác ta Đíp,Cửa sông xanh
Mác Đíp Fạ Đét,quả còn xanh trời nắng
Ruôm Đỉu đỉu,"Chung, chung chạ quằn quại"
Pác tu Hua chếp Đỉu đỉu,Giữa cửa đau đầu quằn quại
Tàng luông Đỉu đỉu,Đường lớn nằng nặc
Đỉu đỉu đông roang,ráo riết rừng thưa
Toi Đỉu đỉu Phua Mả,đòi nằng nặc vợ chồng
Cừn vằn Mỏ khẩu Đíp nhác,Ngày đêm nồi cơm còn sống nguyên
Đo Teo,đủ quay lại
Nà nặm Đo cần,Ruộng nước đủ người
Đo chèn dự xe máy Nèn tẻt,đủ tiền mua xe máy tết nhất
Đíp pjạp pi,"xanh nguyên, sống nguyên năm"
Đo xày đông Roang,đầy đủ rừng thưa
Nà nặm Đo xày Cặm,"ruộng nương đầy đủ buổi tối, đêm"
Rườn lạn Đo xày,Rườn chạn đông đủ
Bại cần mà Đo xày Chua tàng,mọi người đến đông đủ đoạn đường
Rườn pjấu Đỏ,Nhà trống trú
Slảnh Đỏ,Tỉnh tránh
Rườn khỏ Đỏ,Nhà nghèo ẩn nấp
Quá ta Dặng tẩư lạng Đỏ phôn,Sang sông đứng dưới gầm sàn trú mưa
Pi quá Đỏ khăm,Năm ngoái trú bóng râm
Lông tàng Đoảng,Lạc đường trống không
Nắm đảy phuối Đoảng Nâư pjửc,không được nói trống không Sớm mai
Chang đin Đó,Giữa vùng đất gộc
Đó Dắp,"mẩu lúc, chốc lát"
Đó fầy Bươn lạp,gộc củi tháng chạp
Tường đoảng,Trường quang đãng
Nà che Pò nấy đoảng,Ruộng ngâm nước đồi này quang đãng
Kỉ xì Đó,Mấy khi trọc
Hua Đó Tàng luông,đầu trọc đường cái
Đó Mùa,"trụi mùa, vụ"
Cáy Đó Mự,gà trụi hôm
Thin phon Đó,Núi đá vôi cằn cỗi
đoảng đứng Queng tàng,trơ trụi đường vòng
Đoắc mọn Tàng,nhộng tằm đường
Đoắc phông pền bỉ To,con nhộng nở thành con ngài gốc cây
Đó đút Vằn choi,cụt ngủn ngày kết thúc
To mạy Đó đút Nưa pù,gốc cây cụt ngủn trên núi
Đông roang Đọc đạch,"Rừng thưa tập tễnh, cà nhắc"
Kha càm Đọc đạch Khau phja,chân đi tập tễnh núi rừng
Đó đứng Đâng rườn,trụi thùi lụi trong nhà
Roạc hin Pò đin Đó đứng,Khe đá gò đất trụi thùi lụi
đoóc búng,mục vùng
Đây noọc đoóc chang tẩng vằn,"lành bề ngoài, mục nát bên trong ban ngày"
Khửn tàng đoóc,Lên đường lâu đời
Coong Tày đoóc,Sân người Tày lâu đời
Lặp la Đoải đoảI,Tang tảng sáng lượt thượt
Nâư mụn Pây Đoải đoảI,Sáng hôm kìa bước đi lượt thượt
Nặm ti Đoải đoảI,Đất nước đủng đỉnh
Chông pù Nộc cốt luây cằn nà Đoải đoảI,Đỉnh núi bìm bịp dạo ven bờ đủng đỉnh
Đoóc đéc Lặp la,mục nát tang tảng sáng
Đoóc đéc Pjầu,cũ nát bữa tối
Đoạn Ngoạc teo,phần quay lại
Lại cạ Đoạn công chúa Đường Vương pác tàng,lại nói chuyện công chúa Vua Đường đầu đường
Khoang Đoi,Ngang ngâu
Pạng nưa phôn Đoi,Phía trên mưa ngâu
Slảnh Đoi,Phố xá mất không
Đoi ngài Tàng nặm,không được ăn bữa trưa đường thủy
Đoạn Mụn,hết hôm kìa
Khỏi chiềng thâng nẩy le Đoạn Fan,tôi trình bày đến đây là hết quay lại
Đỏi phưởng nặm,chín rũ vại nước
Tát Nà Đỏi,Thác nước ruộng lúa bị chín rũ
Đỏi Đo xày,"khẽ, thận trọng đông đủ"
Que Đỏi chin Đỏi phuối,Quê khẽ ăn khẽ nói
Đỏi năng lồng Xông kê,ngồi xuống một cách thận trọng cây thông
Que Tha Đoóng đít,Nơi ở mắt thao láo
Đon chính chang,"đám, thửa chính giữa"
Nâư pjục Đon rây,Sáng mai đám rẫy
Rung đây Đon bắp,Sáng hẳn thửa ruộng ngô
Tói tu Đỏn,Gõ cửa cụt
Rườn hàng Đỏn,Cửa hàng cộc
Ma hang Đỏn Vằn cẳm,chó cộc đuôi ngày đêm
Đỏn Cừn Lậc,hụt đêm khuya
Pi quỉ Pài rườn mùng Đỏn,Năm quý mái nhà lợp hụt
Đoọng tẩng vằn,động ban ngày
Ná Đoọng sle nộc khăn Ti rườn,đừng động để chim hót nền nhà
Phắng nặm Đoọng,Bến nước cựa quậy
Hé rườn Nòn xảng dá Đoọng lai,Chái nhà nằm cạnh chó có cựa quậy nhiều
Chính chang Đoọng,Chính giữa ồn ào
Rườn lai cần Đoọng lai ảng,nhà đông người ồn ào lắm cổng
Pi nả Đỏn,Năm tới tung
Đỏn còn tức tàng,tung còn làm đường
nghé bắp khảu chậu Đỏn tỏn tàng,tung chiếc ngô vào dậu đón đường
Lặp la Đoọng đính,Tang tảng sáng ầm ĩ
Đoong Phắng,"cái mu bờ, bến nước"
Khóp tu Đoong pha,Ngưỡng cửa mu con ba ba
Ti lạ Đoong kha,Nơi lạ mu bàn chân
Chồm Đoong,Tham quan mai
Đoong tấu Đuây,mai rùa cái thang
Đội Vằn mụn,đỗ hôm kìa
Phja lác Thi Đội,Núi lở thi đỗ
Pi mấư Đoỏng,Năm mới đất trơ
Ti rườn Đoỏng,Thổ cư đất rắn
Rườn táo Pò Đoỏng bấu tào đảy,Nhà đổ đồi đất rắn trơ không đào nổi
Đoỏng tẳng rườn,đồi trọc dựng nhà
Độ Ta,khoảng sông
Độ slíp cái hin Nạp tể,khoảng mười cây số suốt đời
Vằn Đoóng,Ngày nhẵn
Hua Đoóng choi,đầu cạo nhẵn kết thúc
Vằn mụn Đoóng,Hôm kìa giô
Đoóng Tàng bốc,hết sạch đường bộ
Mu chin Đoóng làng muốc Vằn nẩy,lợn ăn hết sạch máng cám hôm nay
Độ Tằng Cừn,chịu đựng ban đêm
Ta Độ,Sông bền
Bấu chướng của cái nhằng mì lăng Độ Tày,không giữ gìn thì không của cải nào bền được vùng miền
Pjoong pi Đoóng,Nửa năm lồi
Tha Đoóng Đăm thí,mắt lồi tối mịt
Đoóng Rườn hé,trố chái nhà
Đoóng tha ngòi cần Thoi,"trố mắt nhìn người ta bãi, soi"
Lang Độc nặm,Gầm nhà sàn ngã nước
Độn ngòi vằn pjục phôn lụ đét Phài,"đoán xem ngày mai mưa hay nắng bãi, đám"
Hát ta Đông,Ghềnh sông rừng
Cừn Lai mạy tứn pền Đông,Đêm nhiều cây mọc thành rừng
Đông Pạng Nưa,phương đông phía trên
Tha vằn khửn bưởng Đông Phja,mặt trời mọc phương đông Núi đá
Đông Bươn nhị,mùa đông tháng hai
bấu tây Đông hí Nâư ngòa,mười trận ốm không bằng một trận lo nghĩ sáng hôm qua
Đông tằng cẳm,nhiều người ban tối
Vằn Lồng tông Đông cần Mừa rườn,ngày hội Lồng tồng đông người về nhà
Đuây Tàng Luông,cái thang đường lớn
Các Đuây hẩu nu khẩu dảo tháng đuây,bắc thang cho chuột vào vựa thóc bậc thang
Đông căm Ngám khuốp,rừng kiêng Một năm tuổi
Đông pá Ti Lạ,rừng già nơi lạ
Đúc Căm lừ,xương tối ngày kia
Nèn tẻt Đổng,"Tết nhất cái nong, cái nia"
Rềnh Đổng mọn,"Vụt, vùng nong tằm"
Khuốp pi Đổng khẩu slan,Quanh năm nong gạo
Nhọt pù Đu,Đỉnh núi nhìn
Ngọt khau Slip tha Đu bấu táy mừ lụm,Đỉnh núi mười nhìn không bằng một sờ
Nâư ngòa Đu,Sáng hôm qua chăn
Ti phương Đu vài,Địa phương chăn trâu
Đúc bjáp Bản con,sụn xương làng xóm
Háp nắc Đúc bjáp Rườn Côn,gánh nặng sụn xương nhà sụp đổ
Đu kèn Nả đán,rủi ro vách đá
Đu kèn chập phôn Làn tàng,rủi ro gặp mưa chặn đường
Chạu Đu kèn,Sáng sớm khó coi
Pát phjắc nhằng Đúc đác chả đắp sliểu,bát thức ăn chỉ còn xương xẩu thôi tháng thiếu
Đú Khau khuổi,khởi đầu vùng núi
Đú Mự,đầu tiên ngày
Pày Đú Bưởng bắc,lần đầu phía bắc
Cai Tốc Đú,Phố xá ban đầu
Đúc đang ăn rườn,thân thể cái nhà
