tay,viet
Ghèng ghèng hai các noỏc piai pha,Chênh chênh bóng nguyệt xế mành
Nẳng inh giú lấu’ tha lướt đắc,Tựa nương bên triện một mình thiu thiu
Liện phăn hăn nả miảc gần đeo,Thoắt đâu thấy một tiểu kiều
Sướng thanh tân thêm chiều phong vận,"Có chiều thanh vận, có chiều thanh tân"
Tha nựa khao mủng bặng nài mươi,"Sương in mặt, tuyết pha thân"
Đỏi gàm mà gioài gioài thâng xẩu’,Sen vàng lãng đãng như gần như xa
Mẩng rẳp xam mọi sự xiết xa,Chào mừng đón hỏi dò la:
Đào nguyên t’ầu’ lạc mà thâng nẩy?,Đào nguyên lạc lối đâu mà đến đây?
Chiềng gạ: “Rà đạ đảy ngộ căn,Thưa rằng: Thanh khí xưa nay
Ngám wằn nẩy răng gần lùm giá,Mới cùng nhau lúc ban ngày đã quên
Hàn gia là mỏ mạ phía Tây,Hàn gia ở mé tây thiên
Nưa mì cấu nặm luây quá tẩu’,Dưới dòng nước chảy bên trên có cầu
Slim hạ cố đạ hẩu’ thâng căn,Mấy lòng hạ cố đến nhau
Gằm hạ tứ kim ngần bấu táy,Mấy lời hạ tứ ném châu gieo vàng
Chiềng hội chủ đạ đảy ngòi thâng,Vâng trình hội chủ xem tường
Răng cụng ghi tên lồng slổ giá,Mà sao trong sổ đoạn trường có tên
Đúng là kiếp nhân quả rọ ràng,Âu đành quả kiếp nhân duyên
Cụng chính gần dẳm chang lừa t’oỏc,"Cùng người một hội, một thuyền đâu xa!"
Nẩy mì slíp bài oóc ngám đề,Này mười bài mới mới ra
Câu thần mượn bút huê vịnh t’ẻo,Câu thần lại mượn bút hoa vẽ vời
Kiều t’ỉnh gằm khôn khẻo nhận ngay,Kiều vâng lĩnh ý đề bài
"Nâư chạu, khỏi pây tông hấy nà","Sáng sớm, tôi ra đồng cày ruộng"
Mjề khỏi đang hung khẩu dú chang rườn,Vợ tôi đang thổi cơm ở trong nhà
Noọng pây háng dự slí cần á?,Em đi chợ mua mấy người à?
"Vằn nẩy fạ khăm kheo, có lẽ phôn tốc","Hôm nay trời u ám, có lẽ mưa"
Au pát đây mà lạng hẩư đây slâư,Lấy cái bát này mà rửa cho sạch sẽ
"Lục eng lẹo slon híu quá, vằn nào củng đảy điểm mười","Thằng bé ấy học giỏi quá, ngày nào cũng được điểm mười"
"Pú ké tẻo hăn cháu lan mà dương, mốc slẩy vui quá","Ông già thấy cháu đến thăm, trong lòng vui lắm"
"Te slon slư nèm slấy, nèm pi noọng, chẳng lẹo hết","Nó học theo thầy, theo bạn, chẳng mấy chốc mà giỏi"
"Bấu cạ pác pi slắng, khỏi củng bấu dám hết","Nếu không có lời bác dặn, tôi cũng không dám làm"
Sloong cần sle chài nhình mì tình ý tó căn,Hai người trai gái ấy có tình ý với nhau
"Hăn noọng slao khua, slim khỏi bỗng dưng tàn tậc","Thấy cô gái cười, lòng tôi bỗng dưng xao xuyến"
"Te là cần đây, slim đây, oóc pác củng van","Anh ấy là người tốt, lòng tốt, nói năng cũng ngọt ngào"
"Bấu mì lăng quý hơn pỉ noọng, hơn tồng pằng dạu","Không có gì quý hơn anh em, hơn bạn bè"
"Chài lượn hay, noọng slao đáp lại củng mượt","Trai hát lượn hay, cô gái đáp lại cũng ngọt"
"Dú xẩu cần ké, cần phải biết chướng đang mình","Ở với người già, phải biết giữ mình"
"Cần có slim có slẩy, pây đâu củng đảy người thương","Người có tâm có đức, đi đâu cũng được người thương"
"Mjề chài phuối nèm pện lồm, khỏi nghe mà mát tai","Anh ấy nói năng ngọt ngào, tôi nghe mà mát tai"
Cần ái căn chăn slim thì bấu nên phuối mjạp,Người yêu nhau thật lòng thì không nên nói dối
"Chang bản mì việc, mọi cần pjòi công pjòi của","Trong bản có việc, mọi người đều góp công góp của"
"Nặm mường Cao Bằng mì lai lượn cọi, lượn slương hay","Đất nước Cao Bằng có nhiều bài lượn cọi, lượn slương hay"
"Cần Tày hăn khéc mà rườn, lèo slán pác slán thai lợn","Người Tày thấy khách đến nhà, liền mổ lợn đãi khách"
"Ma bấu lừm lo, po bấu lừm rườn","Chó không quên ngõ, bố không quên nhà"
"Cốc ké mác, cây già quả không có nước",Cây già quả không có nước
"Po me là then sle lục lan slon slư, slon hết","Cha mẹ là thầy để con cháu học chữ, học làm"
Bjoóc phjặc phiền nẩy là fặc fiền pền ca,Hoa phặc phiền này là một bài dân ca
"Hết rườn, cần phải xem giờ tằng slâu, tằng đoong","Làm nhà, cần phải xem giờ dựng cột, dựng kèo"
"Đảm lẩu, có pác pjói mời, có lời pác chúc","Đám cưới, có lời mời, có lời chúc"
"Cốc cặn chược vài, pjai căn phá lủa","Gốc bằng thừng trâu, ngọn bằng bàn mai"
"Pác chài ơi, chài dú rườn à?","Bác ơi, bác có ở nhà không?"
"Vằn nẩy khỏi slon bấu slắng, pây liêu dú đây thôi","Hôm nay tôi không muốn đi học, ở nhà chơi thôi"
"Co mạy nẩy mì lai cáng, mạy pền mạy đây","Cây này có nhiều cành, là một cây tốt"
"Nặm khuổi dâng lồng ào ào, nghe mà sợ quá","Nước suối dâng chảy ào ào, nghe mà sợ quá"
"Mjề hăn lục ốm, mốc slẩy đau như cắt","Mẹ thấy con ốm, trong lòng đau như cắt"
"Noọng pây háng dự pja, khỏi dú rườn hung khẩu","Em đi chợ mua cá, tôi ở nhà thổi cơm"
"Pi lăng slon sli, noọng slon lượn, cần nào củng híu","Anh thì học sli, em học lượn, người nào cũng giỏi"
Hết fiệc pền đoàn pền pang lèo đây hơn,Làm việc theo đoàn theo tốp thì tốt hơn
"Pây đâu củng nhớ mà dương rườn, dương po me","Đi đâu cũng nhớ về thăm nhà, thăm cha mẹ"
"Slon slư phải slon hết, đừng lẹo slon nưa","Học chữ phải học hết, đừng nên học nửa vời"
"Tằng bản pây hấy nà, dú rườn chỉ còn đếch nóm","Cả bản đi làm ruộng, ở nhà chỉ còn trẻ nhỏ"
Noọng au cái búa mà phá fừn hẩư pí,Em lấy cái búa mà bổ củi cho chị
"Vài pa lẹo pền bệnh, phải riệc slấy về coi","Trâu bị bệnh quai bị rồi, phải gọi thầy về chữa"
"Te lẹo hết vai, dú đây chẳng mì ích lăng","Nó làm liều, ở đây chẳng có ích gì"
"Bấu chắc lăng, te đảy hết pện nẩy","Không biết sao, nó lại làm như vậy"
"Me pây rườn tái, lục ở rườn mé, dú xáu căn vui hơn","Mẹ về nhà ngoại, con ở nhà nội, ở với nhau vui hơn"
"Chang bản mì pỉ noọng, mì chú bác, mì anh em","Trong bản có anh em, có chú bác, có bạn bè"
"Nặm tha lấn oóc, cò lẹo nghẹn lai, bấu phuối đảy","Nước mắt rơi ra, cổ họng lại nghẹn lại, không nói được"
"Hết lăng củng phải mì chướng mì đang, mì đầu mì đuôi","Làm gì cũng phải có trên có dưới, có đầu có đuôi"
"Chài ơi, pí ơi, noọng ơi, chài có slắng pây lỉn hội không?","Anh ơi, chị ơi, em ơi, anh có muốn đi chơi hội không?"
"Fạ đét quá, au cái chúp mà đội lẹo đi","Trời nắng quá, lấy cái nón mà đội rồi đi"
Pây đâu củng bấu bằng dú rườn mình,Đi đâu cũng không bằng ở nhà mình
"Khẩu lam tổm chang ống pjeo, chin mà van quá","Cơm lam nấu trong ống nứa, ăn mà ngọt quá"
"Cần Tày hăn slấc mà, lèo pác pjói, pác chúc","Người Tày thấy giặc đến, liền mắng, liền chửi"
"Sloong cần đang mjạc, te lại ái hơn","Hai người đều đẹp, nhưng nó lại đẹp hơn"
"Hết lăng củng phải mì đầu mì cuối, mì tằng slí pền lẹ","Làm gì cũng phải có đầu có cuối, có thứ tự lớp lang"
"Bấu cạ pây háng, pây nà, củng bấu mì chin","Nếu không đi chợ, đi làm, cũng không có cái ăn"
"Mjề phuối van, chài phuối củng ngọt, hai người hạp căn","Vợ nói ngọt, chồng nói cũng ngọt, hai người hợp nhau"
"Đảy pền duyên pền nợ, lẹo phải slon dú vạ căn","Đã nên duyên nên nợ, thì phải học cách ăn ở với nhau"
"Mùa xuân, bjoóc tào phông đeng chang sluôn","Mùa xuân, hoa đào nở đỏ trong vườn"
Tằng bản tằng mường pây coi hội hoa,Cả bản cả mường đi xem hội hoa
"Pí au cái lèo mà vát cúa, noọng au cái slảo mà gác đồ","Chị lấy cái liềm mà vát của, em lấy cái sào mà gác đồ"
Hết lăng củng phải mì slim mì tầu,Làm gì cũng phải có tâm có đức
"Fạ phôn tằng ngày tằng đêm, nặm lồng chang rườn","Trời mưa cả ngày cả đêm, nước chảy vào trong nhà"
"Cần mà pjòi, cúa mà đây, ai củng ái","Người mà đẹp, của mà tốt, ai cũng thích"
"Bấu slon, bấu hết, lẹo lấy lăng mà chin","Không học, không làm, thì lấy gì mà ăn"
"Me slắng, con bấu tinh, lẹo me lại đá","Mẹ dặn, con không nghe, thì mẹ lại mắng"
"Đảy pền vợ pền chồng, phải chăn slim, phải thương căn","Đã nên vợ nên chồng, phải thật lòng, phải thương nhau"
"Pây đâu củng phải nhớ mà dương po me, dương tái mé","Đi đâu cũng phải nhớ về thăm cha mẹ, thăm ngoại nội"
"Noọng bấu mì chèn, pí lẹo păn hẩư","Em không có tiền, chị liền chia cho"
"Hết lăng củng phải mì tính mì toán, mì kế hoạch","Làm gì cũng phải có tính có toán, có kế hoạch"
"Me pây rườn tái, lục ở rườn mé, dú vạ căn vui hơn","Mẹ về nhà ngoại, con ở nhà nội, ở với nhau vui hơn"
"Mùa phôn, nặm noòng khảu tông, chương dặng dồng dú","Mùa mưa, nước lũ ngập đồng, chỉ đứng sững sờ mà nhìn"
"Te hết fiệc cẩn cản, pây đâu củng đảy người khen","Anh ấy làm việc vội vàng, đi đâu cũng được người khen"
"Rườn đây, rườn đẹp, pền công của po me, của slấy slon","Nhà to, nhà đẹp, là công của cha mẹ, của thầy dạy"
"Cần có slim, lèo hết fiệc lăng củng đảy, bấu cần phuối lai","Người có lòng, thì làm việc gì cũng được, không cần nói nhiều"
"Slon đảy sli, đảy lượn, lẹo pây liêu khắp bản mường, khắp mường","Học được sli, được lượn, thì đi chơi khắp bản làng, khắp nơi"
"Vằn nẩy fạ rung, khỏi dú rườn đọc sli, đọc then, mà vui slim","Hôm nay trời sáng, tôi ở nhà đọc sli, đọc then, mà vui lòng"
"Lục eng lẹo đảy pi noọng ái, pá me củng vui slim, slấy củng vui lòng","Đứa trẻ ấy được anh em yêu quý, cha mẹ cũng vui lòng, thầy cũng vui lòng"
"Te phuối lèo bấu mì đầu, bấu mì đuôi, ai củng bấu tinh, bấu hiểu","Nó nói không có đầu, không có đuôi, ai cũng không tin, không hiểu"
"Pây háng dự rau, dự pja, về mà nấu cằm lẩu, mời bạn bè","Đi chợ mua rau, mua cá, về mà nấu bữa cơm, mời bạn bè"
"Slon bấu slắng, hết bấu hay, lẹo bấu mì lăng mà chin, mà nung","Học không muốn, làm không hay, thì không có gì mà ăn, mà mặc"
"Mjề hết rườn, phua pây tông, cả nhà đều có công, có của","Vợ làm việc nhà, chồng đi làm đồng, cả nhà đều có công, có của"
"Nặm lồng chang rườn, pác pjói, pác chúc, mà bấu mì tác dụng, bấu mì lăng","Nước chảy vào nhà, mắng, chửi, mà không có tác dụng, không có gì"
"Cần Tày hăn slấc mà, lèo pác pjói, pác chúc, mà bấu sợ, bấu run","Người Tày thấy giặc đến, liền mắng, liền chửi, mà không sợ, không run"
"Me có công sinh, po có công liệng, củng bấu bằng slấy slon, slấy dạy","Mẹ có công sinh, cha có công nuôi, cũng không bằng thầy dạy, thầy bảo"
"Noọng pây háng dự rau, pí dú rườn nấu bắp, nấu khoai","Em đi chợ mua rau, chị ở nhà nấu ngô, nấu khoai"
"Pí noọng mì lăng củng păn căn, bấu mì lăng củng giúp nhau, thương nhau","Anh em có gì cũng chia nhau, không có gì cũng giúp nhau, thương nhau"
"Cần nẩy phuối lèo lẹo, khỏi nghe mà vui tai, vui slim","Người này nói năng lưu loát, tôi nghe mà vui tai, vui lòng"
"Te hết fiệc cẩn cản, mọi cần đều khen, đều thương","Anh ấy làm việc vội vàng, mọi người đều khen, đều thương"
"Fạ đét quá, khẩu rây lẹo khô hết, cây cối củng héo","Trời nắng quá, lúa nương liền khô hết, cây cối cũng héo"
"Rườn đây, rườn đẹp, pền công của po me, của slấy slon, của pí noọng","Nhà to, nhà đẹp, là công của cha mẹ, của thầy dạy, của anh em"
"Cần có slim, lèo hết fiệc lăng củng đảy, bấu cần phuối lai, bấu cần than","Người có lòng, thì làm việc gì cũng được, không cần nói nhiều, không cần than"
"Slon đảy sli, đảy lượn, lẹo pây liêu khắp bản mường, khắp mường, khắp nơi","Học được sli, được lượn, thì đi chơi khắp bản làng, khắp nơi, khắp chốn"
"Vằn nẩy fạ rung, khỏi dú rườn đọc sli, đọc then, mà vui slim, mà sướng lòng","Hôm nay trời sáng, tôi ở nhà đọc sli, đọc then, mà vui lòng, mà sướng lòng"
"Lục eng lẹo đảy pi noọng ái, pá me củng vui slim, slấy củng vui lòng, cần làng củng thương","Đứa trẻ ấy được anh em yêu quý, cha mẹ cũng vui lòng, thầy cũng vui lòng, người làng cũng thương"
"Te phuối lèo bấu mì đầu, bấu mì đuôi, ai củng bấu tinh, bấu hiểu, bấu nghe","Nó nói không có đầu, không có đuôi, ai cũng không tin, không hiểu, không nghe"
"Pây háng dự rau, dự pja, về mà nấu cằm lẩu, mời bạn bè, mời pi noọng","Đi chợ mua rau, mua cá, về mà nấu bữa cơm, mời bạn bè, mời anh em"
"Slon bấu slắng, hết bấu hay, lẹo bấu mì lăng mà chin, mà nung, mà dùng","Học không muốn, làm không hay, thì không có gì mà ăn, mà mặc, mà dùng"
"Mjề hết rườn, phua pây tông, cả nhà đều có công, có của, có ăn","Vợ làm việc nhà, chồng đi làm đồng, cả nhà đều có công, có của, có ăn"
"Nặm lồng chang rườn, pác pjói, pác chúc, mà bấu mì tác dụng, bấu mì lăng, bấu có gì","Nước chảy vào nhà, mắng, chửi, mà không có tác dụng, không có gì, không có gì cả"
"Cần Tày hăn slấc mà, lèo pác pjói, pác chúc, mà bấu sợ, bấu run, bấu lo","Người Tày thấy giặc đến, liền mắng, liền chửi, mà không sợ, không run, không lo"
"Me có công sinh, po có công liệng, củng bấu bằng slấy slon, slấy dạy, slấy bảo","Mẹ có công sinh, cha có công nuôi, cũng không bằng thầy dạy, thầy bảo, thầy răn"
"Noọng pây háng dự rau, pí dú rườn nấu bắp, nấu khoai, nấu sắn","Em đi chợ mua rau, chị ở nhà nấu ngô, nấu khoai, nấu sắn"
"Pí noọng mì lăng củng păn căn, bấu mì lăng củng giúp nhau, thương nhau, yêu nhau","Anh em có gì cũng chia nhau, không có gì cũng giúp nhau, thương nhau, yêu nhau"
"Cần nẩy phuối lèo lẹo, khỏi nghe mà vui tai, vui slim, vui lòng","Người này nói năng lưu loát, tôi nghe mà vui tai, vui lòng, vui lòng"
"Fạ đét quá, khẩu rây lẹo khô hết, cây cối củng héo, đin củng nứt","Trời nắng quá, lúa nương liền khô hết, cây cối cũng héo, đất cũng nứt"
"Rườn đây, rườn đẹp, pền công của po me, của slấy slon, của pí noọng, của bạn bè","Nhà to, nhà đẹp, là công của cha mẹ, của thầy dạy, của anh em, của bạn bè"
"Cần có slim, lèo hết fiệc lăng củng đảy, bấu cần phuối lai, bấu cần than, bấu cần lo","Người có lòng, thì làm việc gì cũng được, không cần nói nhiều, không cần than, không cần lo"
"Slon đảy sli, đảy lượn, lẹo pây liêu khắp bản mường, khắp mường, khắp nơi, khắp chốn","Học được sli, được lượn, thì đi chơi khắp bản làng, khắp nơi, khắp chốn, khắp vùng"
"Vằn nẩy fạ rung, khỏi dú rườn đọc sli, đọc then, mà vui slim, mà sướng lòng, mà mát tai","Hôm nay trời sáng, tôi ở nhà đọc sli, đọc then, mà vui lòng, mà sướng lòng, mà mát tai"
"Lục eng lẹo đảy pi noọng ái, pá me củng vui slim, slấy củng vui lòng, cần làng củng thương, bạn bè củng quý","Đứa trẻ ấy được anh em yêu quý, cha mẹ cũng vui lòng, thầy cũng vui lòng, người làng cũng thương, bạn bè cũng qu"
"Pí noọng bấu mì lăng hơn, có cúa gì củng păn căn","Anh em không có gì hơn, có của gì cũng chia nhau"
"Nặm ta noòng cải, pây đâu củng khó khăn","Nước sông to, đi đâu cũng khó khăn"
"Rườn đây, rườn đẹp, pền công của po me","Nhà to, nhà đẹp, là công của cha mẹ"
"Cần có slim, lèo hết fiệc lăng củng đảy","Người có lòng, thì làm việc gì cũng được"
"Slon đảy sli, đảy lượn, lẹo pây liêu khắp bản mường","Học được sli, được lượn, thì đi chơi khắp bản mường"
"Vằn nẩy fạ rung, khỏi dú rườn đọc sli, đọc then","Hôm nay trời sáng, tôi ở nhà đọc sli, đọc then"
"Lục eng lẹo đảy pi noọng ái, pá me củng vui slim","Đứa trẻ ấy được anh em yêu quý, cha mẹ cũng vui lòng"
"Te phuối lèo bấu mì đầu, bấu mì đuôi, ai củng bấu tinh","Nó nói không có đầu, không có đuôi, ai cũng không tin"
"Pây háng dự rau, dự pja, về mà nấu cằm lẩu","Đi chợ mua rau, mua cá, về mà nấu bữa cơm"
"Slon bấu slắng, hết bấu hay, lẹo bấu mì lăng mà chin","Học không muốn, làm không hay, thì không có gì mà ăn"
"Mjề hết rườn, phua pây tông, cả nhà đều có công","Vợ làm việc nhà, chồng đi làm đồng, cả nhà đều có công"
"Nặm lồng chang rườn, pác pjói, pác chúc, mà bấu mì tác dụng","Nước chảy vào nhà, mắng, chửi, mà không có tác dụng"
"Cần Tày hăn slấc mà, lèo pác pjói, pác chúc, mà bấu sợ","Người Tày thấy giặc đến, liền mắng, liền chửi, mà không sợ"
"Me có công sinh, po có công liệng, củng bấu bằng slấy slon","Mẹ có công sinh, cha có công nuôi, cũng không bằng thầy dạy"
"Cần nẩy phuối lèo lẹo, khỏi nghe mà vui tai","Người này nói năng lưu loát, tôi nghe mà vui tai"
"Te hết fiệc cẩn cản, mọi cần đều khen","Anh ấy làm việc vội vàng, mọi người đều khen"
"Fạ đét quá, khẩu rây lẹo khô hết","Trời nắng quá, lúa nương liền khô hết"
"Lục eng lẹo đảy pi noọng ái, pá me củng vui slim, slấy củng vui lòng, cần làng củng thương, bạn bè củng quý","Đứa trẻ ấy được anh em yêu quý, cha mẹ cũng vui lòng, thầy cũng vui lòng, người làng cũng thương, bạn bè cũng quý"
Nặm mường Việt Nam lai từ Bắc mà Nam,Đất nước Việt Nam trải dài từ Bắc vào Nam
"Mùa slau tan, pi noọng lẹo hết lẩu mừng khẩu mấư","Mùa thu hoạch, bà con lại làm lễ mừng cơm mới"
"Dân tộc Tày có lai làn điệu then, lượn, sli hay quá","Dân tộc Tày có nhiều làn điệu then, lượn, sli rất hay"
"Slấc Pháp xâm lược, Bác Hồ lẹo kêu tằng bản đứng khửn","Giặc Pháp xâm lược, Bác Hồ đã kêu gọi cả nước đứng lên"
Pác Bó là nơi Bác Hồ về nước sau lai pi bôn ba,Pác Bó là nơi Bác Hồ về nước sau nhiều năm bôn ba
Khau Các Mác còn ghi lai dấu chân của Bác,Núi Các Mác còn ghi lại dấu chân của Bác
"Vằn Lồng Tồng, cần khắp nơi lẹo về dự hội","Ngày hội Lồng Tồng, người khắp nơi lại về dự hội"
"Cần Tày chin phjắc tổm, pja pỉnh, nặm chè đắng","Người Tày ăn rau luộc, cá nướng, nước chè đắng"
Rườn sàn của cần Tày tẳng dú trên sườn pù,Nhà sàn của người Tày dựng ở trên sườn đồi
"Pi noọng tằng bản păn pổn, păn công tẳng rườn","Anh em trong bản chia vốn, góp công dựng nhà"
"Te là cần híu slon, mai sau chắc pền cần đây","Nó là người ham học, sau này chắc sẽ thành người tốt"
Pây đâu củng bấu lừm đảy công ơn của po me,Đi đâu cũng không quên được công ơn của cha mẹ
"Cần có slim, lèo bấu sợ slấc, bấu sợ khó","Người có lòng, thì không sợ giặc, không sợ khó"
Te phuối lèo nèm pện nặm lồng chang hát,Anh ấy nói năng như nước chảy trong ghềnh
"Me slắng, con bấu tinh, lẹo me lại đá, lại mắng","Mẹ dặn, con không nghe, thì mẹ lại đánh, lại mắng"
"Pí noọng mì lăng củng păn căn, mì việc lăng củng giúp nhau","Anh em có gì cũng chia nhau, có việc gì cũng giúp nhau"
"Cần nẩy phuối lèo lẹo, khỏi nghe mà vui tai, mát mốc","Người này nói năng lưu loát, tôi nghe mà vui tai, mát lòng"
"Te hết fiệc cẩn cản, mọi cần đều khen, đều nể","Anh ấy làm việc vội vàng, mọi người đều khen, đều nể"
"Xu Ba lai, bấu hăn lăng","Tai bè ra lắm, không nghe thấy gì"
Au Ba minh pây tào đin,Lấy xà beng đi đào đất
Tốc Bả pi noọng lẹo,Mắc lừa bà con rồi
Bả mừa dương mé khoái khoái!,Vội về thăm bà nhanh nhanh!
Tua ngù Bả biếng len khảu pá,Con rắn vội vàng chạy vào rừng
Cần pền Bả mu lai quá,Người bị bệnh động kinh nhiều quá
Bá khẩu khảu rườn,Vác thóc vào nhà
Mỏ nặm Bá hết lẹo,Nồi nước đổ hết rồi
Mốc slẩy Bá bảy vì dác,Bụng dạ rối bời vì đói
Bác cái mạy nẩy hẩư khỏi,Chặt cái cây này cho tôi
Bảc khỏi đang dú rườn,Bác tôi đang ở nhà
"Bạch ngạch lai, bấu chắc lăng","Lếu láo lắm, không biết gì"
Au Bai pây cào nhả,Lấy cuốc bướm đi cào cỏ
Bài lượn nẩy đây lai,Bài lượn này hay lắm
"Bài nhài quá, bấu ái tinh","Kể lể quá, không muốn nghe"
Bại cần pây háng đông lai,Những người đi chợ đông lắm
Lâư nà mì lai búng Bam,Thửa ruộng có nhiều chỗ lõm
Bàn nhái pây t’ầư lẹo?,Bàn lùi đi đâu rồi?
Bản khỏi dú cằn pù,Làng tôi ở gần núi
Slửa nẩy Bang quá,Cái áo này mỏng quá
"Bang bính pền nẩy, nung dên","Mỏng tanh thế này, mặc rét"
Pây pện Báng bên khảu đông,Đi như mèo bay vào rừng
Mạy chủ pền Báng lẹo,Cây sấu bị bạnh rồi
Bảnh xe mạ mì kỉ cái?,Bánh xe ngựa có mấy cái?
Dầu mác Bao chin đây,Dầu quả dọc ăn ngon
Báo nẩy đây lai,Chàng trai này đẹp lắm
Báo léo pây slon slư,Thanh niên đi học chữ
Pền Bát chang toọng,Bị nhọt trong bụng
Bảt khửn lồng pây lai pày,Lúc lên xuống đi nhiều lần
Bảt nẩy te mà lẹo,Bây giờ nó về rồi
"Bau lai, bấu slon đảy","Nghịch ngợm lắm, không dạy được"
Bắc cái cấu nẩy qua ta,Bắc cái cầu này qua sông
Bắc bắm lục lùa lai quá,Chì chiết nàng dâu nhiều quá
Bẳm pja chin đây lai,Mắm cá ăn ngon lắm
Bẳn ná pây t’ầư?,Bắn ná đi đâu?
Băng mà dương po me,Chạy về thăm bố mẹ
Bẳng phưa nẩy mấư lai,Cái bừa này mới lắm
Bắp nẩy non lai,Ngô này non lắm
Bắt cất lẩu slam nặm,Chưng cất rượu ba nước
Bầu năm nẩy lai quả,Bầu năm nay nhiều quả
"Bấu chin, ngo dác lẹo","Không ăn, tôi đói rồi"
Bâư mạy rụng hết lẹo,Lá cây rụng hết rồi
Bẩư pja mì lai pja,Rạo cá có nhiều cá
Be pic pây t’ầư?,Xoè cánh đi đâu?
béc fừn khảu rườn,Vác củi vào nhà
Ben khẩu nẩy au pây nà,Gói cơm này mang đi ruộng
bén nẩy to lai,Cái mê này to lắm
"bẻo quá, chin nựa nắc","Béo quá, ăn thịt ngán"
Bết pja dú cằn ta,Câu cá ở gần sông
Bi bốc chin đảy,Xương sông ăn được
Bì căn hết fiệc,So kè nhau làm việc
bỉ bay chang sluôn,Bướm bay trong vườn
bí cái bắp nẩy hẩư khỏi,Bóc cái ngô này cho tôi
bít cái mùng rườn,Lợp cái mái nhà
bỉu boót hết lẹo,Sứt mẻ hết rồi
bjai nà hẩư slâư,Giãy cỏ ruộng cho sạch
"Bjải hết, bấu chin đảy","Nát hết, không ăn được"
Bjắc lục lan lai quá,Chửi con cháu nhiều quá
Bjằng bjằng len mà,Rầm rầm chạy về
Bjắt cái lền hẩư năn,Nắn cái dây cho thẳng
Bjể oóc ngòi mì lăng,Bóc ra xem có gì
Bjoóc tào phông đây lai,Hoa đào nở đẹp lắm
bjoi nẩy mì lai pja,Cái giỏ này có nhiều lươn
bjúc khảu lọm sluôn,Rúc vào rào vườn
bo mảy nẩy to lai,Mo măng này to lắm
Bó nặm nẩy trong lai,Giếng nước này trong lắm
bỏ fừn nẩy to quá,Bó củi này to quá
Boóc nẩy au pây t’ầư?,Cái ống này mang đi đâu?
bom cần hết fiệc,Cổ vũ người làm việc
bon phước chin đây,Dọc khoai sọ ăn ngon
Bón khảu cằn hẩư chắc,Khoét vào bờ cho chắc
"Bọng fầy, chếp lai","Bỏng lửa, đau lắm"
Boong khỏi pây háng,Chúng tôi đi chợ
Boỏng tàng nẩy rì,Đoạn đường này dài
Boóng pjot cái pản,Đục thủng cái ván
bóp nà slam pày,Bừa ruộng ba lần
"bót tha, bấu hăn lăng","Mù mắt, không thấy gì"
Bồ khẩu nẩy to lai,Cái bồ thóc này to lắm
Bốc hết khuổi nặm,Cạn hết khe nước
Bốm phjắc van lai,Xào rau ngọt lắm
Bôn fạ mì lai slao,Trời có nhiều sao
"Bông hua, nhoai hết","Bù xù đầu, rối hết"
Bống khảu chang rây,Choán vào giữa đám rẫy
Bộp bạp phuối lăng?,Bỗ bã nói gì?
"Bốt hết lẹo, bấu chin đảy","Thiu hết rồi, không ăn được"
Bú nẩy pắt đảy lai pja,Cái bẫy này bắt được nhiều cá
bủa hẳm mạy nẩy,Búa chặt cây này
Búa slủng au pây bẳn,Nòng súng mang đi bắn
bủi mác pục thom lai,Múi bưởi thơm lắm
Bủn oóc lai nặm,Phun ra nhiều nước
Bủng chin đây lai,Rau muống ăn ngon lắm
búng pù nẩy slung,Vùng núi này cao
Buốc nặm lậc lai,Đầm nước sâu lắm
Buốt bâư hết lẹo,Mọc lá hết rồi
búp cái mỏ nẩy,Lõm cái nồi này
Bút bú au pây tắm phải,Ống chắn sợi mang đi dệt vải
Bụp bụp tốc lồng,Bụp bụp rơi xuống
Bưa pẻng hết bánh,Bột làm bánh
"Bửng hảy, bấu nín","Bật khóc, không nín"
Bươn lạp sắp thâng,Tháng chạp sắp đến
Bưởng lăng mì cái ao,Đằng sau có cái ao
Cây bắp nẩy pải au pây xay,Cây ngô này phải mang đi xay
"Lính Khau Giàng Cay mà mì pét cái hin, pây pải cẩn thận","Dốc Đèo Giàng áng chừng có tám cây số, đi phải cẩn thận"
"Te Cay nái hết vằn lẹo, pện bấu chắc đảy kỉ lai","Nó tính toán hết ngày rồi, nhưng không biết được bao nhiêu"
"Cáy me đang dẫn lục pây chin, bấu hẩư pây xa","Gà mẹ đang dẫn con đi kiếm ăn, không cho đi xa"
Cần nẩy Căm tang po me slam pi lẹo,Người này đã để tang bố mẹ ba năm rồi
"Căm mụn, hai slâư lai, noọng pây liêu dú t’ầư?","Tối hôm kia, trăng sáng lắm, em đi chơi ở đâu?"
"Nặm Cắm hết kha khỏi, pải au da pải","Nước tím hết chân tôi, phải lấy thuốc bôi"
"Căn nhau hết fiệc, công slí xong khoái hơn","Cùng nhau làm việc, công việc sẽ xong nhanh hơn"
Cặn pủn hẩư đây lẹo mới pền pẻng van,Nhào bột cho kỹ rồi mới thành bánh ngon
Cắp au cái phải nẩy pây tắm slửa,Lấy cái vải này đi dệt áo
"Hò nẩy Cặp kẹp quá, pác bấu dám phuối","Thằng này ít nói quá, miệng không dám nói"
Cần Tày mì lai lượn sli đây lai,Người Tày có nhiều bài lượn sli hay lắm
"Cấu sắt nẩy t’ẳng qua ta, xe pây đảy","Cầu sắt này bắc qua sông, xe đi được"
